game_id,credit_order,name_raw,name_canonical,category,role_raw,character,studio,inclusion_class,source_ref
halo-2,0,Jason Jones,,Production,Project Lead,,,core,L17
halo-2,1,Pete Parsons,,Production,Executive Producer,,,core,L20
halo-2,2,Charlie Gough,,Engineering,Engineering Leads,,,core,L23
halo-2,3,Chris Butcher,,Engineering,Engineering Leads,,,core,L24
halo-2,4,Michael Evans,,Engineering,Engineering Leads,,,core,L25
halo-2,5,Ben Wallace,,Engineering,Engineering Leads,,,core,L26
halo-2,6,Paul Bertone,,Design,Mission Design Lead,,,core,L29
halo-2,7,Jaime Griesemer,,Design,Game Design Lead,,,core,L32
halo-2,8,Marcus R. Lehto,,Art,Art Director,,,core,L35
halo-2,9,Joseph Staten,,Art,"Writer, Director of Cinematics",,,core,L38
halo-2,10,Martin O'Donnell,,Audio,"Composer, Audio Director",,,core,L41
halo-2,11,Max Hoberman,,Other,Multiplayer & User-Interface Lead,,,core,L44
halo-2,12,Michel Bastien,,Production,Producers,,,core,L51
halo-2,13,Hamilton Chu,,Production,Producers,,,core,L52
halo-2,14,Curtis Creamer,,Production,Producers,,,core,L53
halo-2,15,Harold Ryan,,QA,"Test Manager, Producer Bungie.net",,,core,L56
halo-2,16,Hao Chen,,Engineering,Engineering,,,core,L61
halo-2,17,Bernie Freidin,,Engineering,Engineering,,,core,L62
halo-2,18,Bart House,,Engineering,Engineering,,,core,L63
halo-2,19,Damian Isla,,Engineering,Engineering,,,core,L64
halo-2,20,Jason Major,,Engineering,Engineering,,,core,L65
halo-2,21,Eamon McKenzie,,Engineering,Engineering,,,core,L66
halo-2,22,Mat Noguchi,,Engineering,Engineering,,,core,L67
halo-2,23,Adrian Perez,,Engineering,Engineering,,,core,L68
halo-2,24,Stefan Sinclair,,Engineering,Engineering,,,core,L69
halo-2,25,Greg Snook,,Engineering,Engineering,,,core,L70
halo-2,26,Luke Timmins,,Engineering,Engineering,,,core,L71
halo-2,27,Damien Neff,,Engineering,Additional Engineering,,,core,L74
halo-2,28,Dan Weisman,,Engineering,Additional Engineering,,,core,L75
halo-2,29,Tyson Green,,Design,Mission Designers,,,core,L79
halo-2,30,Rob Stokes,,Design,Mission Designers,,,core,L80
halo-2,31,Hardy LeBel,,Design,Additional Mission Design,,,core,L83
halo-2,32,Stephan Okasaki,,Design,Additional Mission Design,,,core,L84
halo-2,33,CJ Cowan,,Art,Cinematic Designer,,,core,L86
halo-2,34,Shi Kai Wang,,Art,Lead 3D & Effects Artist,,,core,L90
halo-2,35,Eric Arroyo,,Art,3D Artists,,,core,L93
halo-2,36,Travis Brady,,Art,3D Artists,,,core,L94
halo-2,37,Robert McLees,,Art,3D Artists,,,core,L95
halo-2,38,Juan Ramirez,,Art,3D Artists,,,core,L96
halo-2,39,Kelly Rains,,Art,Additional 3D Art,,,core,L99
halo-2,40,Nathan Walpole,,Art,Senior Animator,,,core,L102
halo-2,41,William O'Brien,,Art,"Animators, Game & Cinematic",,,core,L105
halo-2,42,Mike Budd,,Art,"Animators, Game & Cinematic",,,core,L106
halo-2,43,John Butkus,,Art,"Animators, Game & Cinematic",,,core,L107
halo-2,44,Steve Abeyta,,Art,Additional Animation by,,,core,L110
halo-2,45,Jeremy Fones,,Art,Additional Animation by,,,core,L111
halo-2,46,Stacey Moore,,Art,Additional Animation by,,,core,L112
halo-2,47,Christopher Barrett,Chris Barrett,Art,Lead Environment Artists,,,core,L115
halo-2,48,David Dunn,,Art,Lead Environment Artists,,,core,L116
halo-2,49,Frank Capezzutto III,,Art,Single-Player Environment Artists,,,core,L119
halo-2,50,Vic DeLeon,,Art,Single-Player Environment Artists,,,core,L120
halo-2,51,Tom Doyle,,Art,Single-Player Environment Artists,,,core,L121
halo-2,52,Justin Hayward,,Art,Single-Player Environment Artists,,,core,L122
halo-2,53,Paul Russel,,Art,Single-Player Environment Artists,,,core,L123
halo-2,54,Michael Wu,,Art,Single-Player Environment Artists,,,core,L124
halo-2,55,Mike Zak,,Art,Single-Player Environment Artists,,,core,L125
halo-2,56,Chris Lee,,Art,Additional Single-Player Environment Art,,,core,L128
halo-2,57,Chris Carney,,Art,Lead Multiplayer Environment Artist,,,core,L131
halo-2,58,Steve Cotton,,Art,Multiplayer Environment Artist,,,core,L134
halo-2,59,David Candland,,Art,User Interface Art and Design,,,core,L137
halo-2,60,Paul Clift,,Art,Production Manager & Technical Artist,,,core,L140
halo-2,61,Steven Scott,,Art,Effects Artist,,,core,L143
halo-2,62,Eddie Smith,,Art,"Concept Art, 2D & Matte Painting",,,core,L146
halo-2,63,Jay Weinland,,Audio,Audio Lead,,,core,L150
halo-2,64,C Paul Johnson,C Paul Johnson,Audio,Sound Designer,,,core,L153
halo-2,65,Doug Boyce,,QA,Test Leads,,,core,L157
halo-2,66,Jamie Evans,,QA,Test Leads,,,core,L158
halo-2,67,Zach Russell,,QA,Test Leads,,,core,L159
halo-2,68,Aaron Lieberman,,QA,Test Tools Engineering,,,core,L162
halo-2,69,Luis Villegas,,QA,Test Tools Engineering,,,core,L163
halo-2,70,Roger Wolfson,,QA,Test Tools Engineering,,,core,L164
halo-2,71,Mike Cody,,QA,Software Test Engineers,,,core,L167
halo-2,72,Ryan Hylland,,QA,Software Test Engineers,,,core,L168
halo-2,73,Travis Chen,,Other,Intern,,,core,L169
halo-2,74,Brian Jarrard,,Studio/Business,Bungie Community Lead,,,core,L173
halo-2,75,Tom Gioconda,,Studio/Business,Community Team,,,core,L176
halo-2,76,Lorraine McLees,,Studio/Business,Community Team,,,core,L177
halo-2,77,Frank O'Connor,,Studio/Business,Community Team,,,core,L178
halo-2,78,Bungie Webmaster,,Studio/Business,Community Team,,,core,L179
halo-2,79,Christopher Barney,,Studio/Business,Additional Community Support,,,core,L182
halo-2,80,Claire Jennings,,Studio/Business,Additional Community Support,,,core,L183
halo-2,81,Matt Soell,,Studio/Business,Additional Community Support,,,core,L184
halo-2,82,Zoé Brawley,,Studio/Business,Additional Community Support,,,core,L185
halo-2,83,Alta Hartmann,,Other,Administrative Assistant & Bungie Princess,,,core,L188
halo-2,84,Joy Easley,,Other,Additional Administrative Support,,,core,L191
halo-2,85,Amanda Anderson,,Other,Additional Administrative Support,,,core,L192
halo-2,87,J. David Atherton,,Audio,Dialog Recording Engineer,,,core,L196
halo-2,88,"Dawn Hershey, C.S.A.",,Other,Casting Director,,,core,L197
halo-2,89,Simon James,,Other,Orchestra Contractor,,,core,L198
halo-2,90,Stan LePard,,Audio,"Additional Orchestration, Music Editing",,,core,L199
halo-2,94,Michael Salvatori,,Audio,Additional Music and Audio Production,,,core,L203
