game_id,credit_order,name_raw,name_canonical,category,role_raw,character,studio,inclusion_class,source_ref
halo-mcc-2025,0,AbleSir Thomas,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174169
halo-mcc-2025,1,AshamanND,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174186
halo-mcc-2025,2,Baby Totodile,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174198
halo-mcc-2025,3,CIA391,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174214
halo-mcc-2025,4,Connor Dawn,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174223
halo-mcc-2025,5,Conscars,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174237
halo-mcc-2025,6,Cryosphered X,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174248
halo-mcc-2025,7,dani5639,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174264
halo-mcc-2025,8,Derf Jagged,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174275
halo-mcc-2025,9,DogbrainSean,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174289
halo-mcc-2025,10,Dr Leo,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174304
halo-mcc-2025,11,Fl4ndersNed,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174313
halo-mcc-2025,12,FootedPanda,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174327
halo-mcc-2025,13,FOTUS Chaoz,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174341
halo-mcc-2025,14,General Heed,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174355
halo-mcc-2025,15,General_101,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174370
halo-mcc-2025,16,GGreenKnight,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174384
halo-mcc-2025,17,GodfatherCE,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174399
halo-mcc-2025,18,HQ Tornado,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174413
halo-mcc-2025,19,ILoveAGoodCrisp,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174426
halo-mcc-2025,20,iSupersniper,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174444
halo-mcc-2025,21,InfernoPlus,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174459
halo-mcc-2025,22,JBurton,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174473
halo-mcc-2025,23,Jesus in Malibu,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174483
halo-mcc-2025,24,Kashiiera,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174501
halo-mcc-2025,25,killzone649322,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174517
halo-mcc-2025,26,KINNZE,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174534
halo-mcc-2025,27,Lukepowa,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174543
halo-mcc-2025,28,Luminously,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174554
halo-mcc-2025,29,Neo Te Aika,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174567
halo-mcc-2025,30,NoWise10,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174581
halo-mcc-2025,31,num005,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174592
halo-mcc-2025,32,omarlotrc,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174601
halo-mcc-2025,33,Pyrosocial,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174613
halo-mcc-2025,34,RejectedShotgun,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174626
halo-mcc-2025,35,Relyx,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174644
halo-mcc-2025,36,RyanWXH,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174652
halo-mcc-2025,37,S3anyBoy,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174662
halo-mcc-2025,38,Sitographer,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174673
halo-mcc-2025,39,SpacedZed,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174687
halo-mcc-2025,40,stunt man GMYF,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174699
halo-mcc-2025,41,TrustySn00ze,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174716
halo-mcc-2025,42,UberNick,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174731
halo-mcc-2025,43,Vinny Mendoza,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174742
halo-mcc-2025,44,Viper Skills,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174758
halo-mcc-2025,45,why,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174773
halo-mcc-2025,46,XLR8,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174779
halo-mcc-2025,47,xScruffyDaSasx,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174786
halo-mcc-2025,48,Zeddikins,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174803
halo-mcc-2025,49,ZOBI3KING,,Other,Reclaimers,,,community,February 2025 Update/Reclaimers@174815
