game_id,credit_order,name_raw,name_canonical,category,role_raw,character,studio,inclusion_class,source_ref
halo-5,0,Josh Holmes,,Leadership,Studio Head of Internal Development,,,core,employees:tr2
halo-5,1,David Berger,,Engineering,Director of Engineering,,,core,employees:tr3
halo-5,2,Nicolas Bouvier,,Art,Art Director,,,core,employees:tr4
halo-5,3,Neill Harrison,,Art,Director of Art Management,,,core,employees:tr5
halo-5,4,Andrew Hesky,,Other,Services Development Manager,,,core,employees:tr6
halo-5,5,Chris Lee,,Production,Executive Producer,,,core,employees:tr7
halo-5,6,Tim Longo,,Other,Creative Director,,,core,employees:tr8
halo-5,7,Sotaro Tojima,,Audio,Audio Director,,,core,employees:tr9
halo-5,8,Mark Vayman,,Production,Services Group Program Manager,,,core,employees:tr10
halo-5,9,Brad Welch,,Design,Campaign & Sandbox Design Director,,,core,employees:tr12
halo-5,10,Chris Haluke,,Design,Campaign Design Lead,,,core,employees:tr13
halo-5,11,David Ellis,,Design,Campaign Designer,,,core,employees:tr14
halo-5,12,Chris French,,Design,Campaign Designer,,,core,employees:tr15
halo-5,13,Cory Hasselbach,,Design,Campaign Designer,,,core,employees:tr16
halo-5,14,Justin Lippert,,Design,Campaign Designer,,,core,employees:tr17
halo-5,15,Gregory Murphy,,Design,Campaign Designer,,,core,employees:tr18
halo-5,16,TJ Perillo,,Design,Campaign Designer,,,core,employees:tr19
halo-5,17,Albert Robles,,Design,Campaign Designer,,,core,employees:tr20
halo-5,18,Kevin Schmitt,,Design,Campaign Designer,,,core,employees:tr21
halo-5,19,Jayce Diaz,,Design,Campaign Designer,,,core,employees:tr22
halo-5,20,Chris King,,Design,Sandbox Design Lead,,,core,employees:tr23
halo-5,21,Ryan Darcey,,Design,Sandbox Designer,,,core,employees:tr24
halo-5,22,Matt Findley,,Design,Sandbox Designer,,,core,employees:tr25
halo-5,23,Chris Proctor,,Design,Sandbox Designer,,,core,employees:tr26
halo-5,24,Tim Temmerman,,Design,Sandbox Designer,,,core,employees:tr27
halo-5,25,Daniel Wiksten,,Design,Sandbox Designer,,,core,employees:tr28
halo-5,26,Kevin Franklin,,Design,Multiplayer Design Director,,,core,employees:tr29
halo-5,27,Adrian Bedoya,,Design,Multiplayer Designer,,,core,employees:tr30
halo-5,28,Quinn DelHoyo,,Design,Multiplayer Designer,,,core,employees:tr31
halo-5,29,Max Grossman,,Design,Multiplayer Designer,,,core,employees:tr32
halo-5,30,Lawrence Metten,,Design,Multiplayer Designer,,,core,employees:tr33
halo-5,31,Patrick Wren,,Design,Multiplayer Designer,,,core,employees:tr34
halo-5,32,Jeremy Raymond,,Design,Multiplayer Designer,,,core,employees:tr35
halo-5,33,Evan Sforza,,Design,Multiplayer Designer,,,core,employees:tr36
halo-5,34,Brian Reed,,Design,Narrative Design Director,,,core,employees:tr37
halo-5,35,Caleb Doughty,,Design,Narrative Designer,,,core,employees:tr38
halo-5,36,Nick Ardizzone,,Design,Narrative Designer,,,core,employees:tr39
halo-5,37,Guillaume Colomb,,Design,Narrative Designer,,,core,employees:tr40
halo-5,38,Patrick Downs,,Design,Narrative Designer,,,core,employees:tr41
halo-5,39,Christopher Blohm,,Design,Progression Design Lead,,,core,employees:tr42
halo-5,40,Jeremy Hill,,Design,Progression Designer,,,core,employees:tr43
halo-5,41,Tom French,,Design,UGC Design Lead,,,core,employees:tr44
halo-5,42,Sean Baron,,Design,User Research Lead,,,core,employees:tr45
halo-5,43,Stephen Dyck,,Art,Animation Director,,,core,employees:tr47
halo-5,44,Brien Goodrich,,Art,Cinematics Director,,,core,employees:tr48
halo-5,45,Matt Campbell,,Art,Cinematics Animator,,,core,employees:tr49
halo-5,46,Mark Champigny,,Art,Cinematics Animator,,,core,employees:tr50
halo-5,47,CJ Markham,,Art,Cinematics Animator,,,core,employees:tr51
halo-5,48,Jerod Sellhorn,,Art,Cinematics Animator,,,core,employees:tr52
halo-5,49,Dong Eun Shin,,Art,Cinematics Animator,,,core,employees:tr53
halo-5,50,Josh Suko,,Art,Cinematics Animator,,,core,employees:tr54
halo-5,51,Greg Towner,,Art,Cinematics Animator,,,core,employees:tr55
halo-5,52,Will Hardin,,Art,Cinematics Animator,,,core,employees:tr56
halo-5,53,Rick Hoberg,,Art,Cinematics Animator,,,core,employees:tr57
halo-5,54,Patrick Gillette,,Art,Gameplay Animation Lead,,,core,employees:tr58
halo-5,55,Patrick Bryan,,Art,Gameplay Animator,,,core,employees:tr59
halo-5,56,Joe Garhan,,Art,Gameplay Animator,,,core,employees:tr60
halo-5,57,Mark Tanner,,Art,Gameplay Animator,,,core,employees:tr61
halo-5,58,Marcellis Wentz,,Art,Gameplay Animator,,,core,employees:tr62
halo-5,59,Kyle Dahl,,Art,Gameplay Animator,,,core,employees:tr63
halo-5,60,Travis Howe,,Art,Gameplay Animator,,,core,employees:tr64
halo-5,61,Josh Paraventi,,Art,Gameplay Animator,,,core,employees:tr65
halo-5,62,Juan Carlos Larrea,,Art,Vignette Animation Lead,,,core,employees:tr66
halo-5,63,Will Christiansen,,Art,Vignette Animator,,,core,employees:tr67
halo-5,64,Denis Samoilov,,Art,Vignette Animator,,,core,employees:tr68
halo-5,65,Nick Avallone,,Art,Vignette Animator,,,core,employees:tr69
halo-5,66,Jim Donovan,,Art,Vignette Animator,,,core,employees:tr70
halo-5,67,Asher Harman,,Art,Vignette Animator,,,core,employees:tr71
halo-5,68,Ping-Ping Hsia,,Art,Vignette Animator,,,core,employees:tr72
halo-5,69,Kim Mickle,,Art,Vignette Animator,,,core,employees:tr73
halo-5,70,Nicholas Whitmire,,Art,Vignette Animator,,,core,employees:tr74
halo-5,71,Matt D. Aldridge,,Art,"Character, Vehicle & Weapon Art Lead",,,core,employees:tr75
halo-5,72,Sean Binder,,Art,"Character, Vehicle & Weapon Artist",,,core,employees:tr76
halo-5,73,Andrew Bradbury,,Art,"Character, Vehicle & Weapon Artist",,,core,employees:tr77
halo-5,74,Kyle Hefley,,Art,"Character, Vehicle & Weapon Artist",,,core,employees:tr78
halo-5,75,Kolby Jukes,,Art,"Character, Vehicle & Weapon Artist",,,core,employees:tr79
halo-5,76,Dan Sarkar,,Art,"Character, Vehicle & Weapon Artist",,,core,employees:tr80
halo-5,77,Brad Shortt,,Art,"Character, Vehicle & Weapon Artist",,,core,employees:tr81
halo-5,78,Can Tuncer,,Art,"Character, Vehicle & Weapon Artist",,,core,employees:tr82
halo-5,79,Jaemus Wurzbach,,Art,"Character, Vehicle & Weapon Artist",,,core,employees:tr83
halo-5,80,Jared Brunner,,Art,"Character, Vehicle & Weapon Artist",,,core,employees:tr84
halo-5,81,Jason Holt,,Art,"Character, Vehicle & Weapon Artist",,,core,employees:tr85
halo-5,82,Darren Bacon,,Art,Concept Art Lead,,,core,employees:tr86
halo-5,83,Glenn Israel,,Art,Concept Artist,,,core,employees:tr87
halo-5,84,Josh Kao,,Art,Concept Artist,,,core,employees:tr88
halo-5,85,Justin Oaksford,,Art,Concept Artist,,,core,employees:tr89
halo-5,86,Jia Ruan,,Art,Concept Artist,,,core,employees:tr90
halo-5,87,Chase Toole,,Art,Concept Artist,,,core,employees:tr91
halo-5,88,Dave Bolton,,Art,Concept Artist,,,core,employees:tr92
halo-5,89,Sam Brown,,Art,Concept Artist,,,core,employees:tr93
halo-5,90,Daniel Chavez,,Art,Concept Artist,,,core,employees:tr94
halo-5,91,David Heidhoff,,Art,Concept Artist,,,core,employees:tr95
halo-5,92,Kory Hubbell,,Art,Concept Artist,,,core,employees:tr96
halo-5,93,Albert Ng,,Art,Concept Artist,,,core,employees:tr97
halo-5,94,Janet Ung,,Art,Concept Artist,,,core,employees:tr98
halo-5,95,Marc Brinkley,,Art,Environment Art Manager,,,core,employees:tr99
halo-5,96,Justin Dinges,,Art,Campaign Environment Art Lead,,,core,employees:tr100
halo-5,97,Nicholas Bell,,Art,Campaign Environment Artist,,,core,employees:tr101
halo-5,98,Chris Emond,,Art,Campaign Environment Artist,,,core,employees:tr102
halo-5,99,Ji Hoon Kim,,Art,Campaign Environment Artist,,,core,employees:tr103
halo-5,100,Elizabeth Kirby,,Art,Campaign Environment Artist,,,core,employees:tr104
halo-5,101,Chiyo Lai,,Art,Campaign Environment Artist,,,core,employees:tr105
halo-5,102,Mark Linington,,Art,Campaign Environment Artist,,,core,employees:tr106
halo-5,103,James Munroe,,Art,Campaign Environment Artist,,,core,employees:tr107
halo-5,104,Adam Peterson,,Art,Campaign Environment Artist,,,core,employees:tr108
halo-5,105,Christopher Ryzebol,,Art,Campaign Environment Artist,,,core,employees:tr109
halo-5,106,Alex Senechal,,Art,Campaign Environment Artist,,,core,employees:tr110
halo-5,107,Rory Young,,Art,Campaign Environment Artist,,,core,employees:tr111
halo-5,108,Greg Cox,,Art,Campaign Environment Artist,,,core,employees:tr112
halo-5,109,Ned Gasorntip,,Art,Campaign Environment Artist,,,core,employees:tr113
halo-5,110,Nate Gregory,,Art,Campaign Environment Artist,,,core,employees:tr114
