person_id,display_name,variants,first_game,last_game,game_count,games,span_years,largest_gap_years,uncertain
polina-khachenkova,Polina Khachenkova,Polina Khachenkova,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
polina-tsybulska,Polina Tsybulska,Polina Tsybulska,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
polly-malan,Polly Malan,Polly Malan,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
pontsho-maseko,Pontsho Maseko,Pontsho Maseko,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
pooya-ghobadpour,Pooya Ghobadpour,Pooya Ghobadpour,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
prabhjot-singh,Prabhjot Singh,Prabhjot Singh,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
pradeep-manocha,Pradeep Manocha,Pradeep Manocha,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
pradeep-sahai,Pradeep Sahai,Pradeep Sahai,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
praneeth-kallu,Praneeth Kallu,Praneeth Kallu,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
prasad-kondaveeti,Prasad Kondaveeti,Prasad Kondaveeti,halo-mcc-2021,halo-campaign-evolved,3,halo-mcc-2021|halo-infinite|halo-campaign-evolved,5,5,False
praveen-moodley-nadaraju,Praveen Moodley Nadaraju,Praveen Moodley Nadaraju,halo-3,halo-3,1,halo-3,0,0,False
prescott-beals,Prescott Beals,Prescott Beals,halo-mcc-2021,halo-campaign-evolved,3,halo-mcc-2021|halo-infinite|halo-campaign-evolved,5,5,False
presley-felker,Presley Felker,Presley Felker,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
primo-adriano-pulanco,Primo Adriano Pulanco,Primo Adriano Pulanco|Primo Pulanco,halo-3,halo-4,2,halo-3|halo-4,5,5,False
prince-ukoha,Prince Ukoha,Prince Ukoha,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
priyam-dutta,Priyam Dutta,Priyam Dutta,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
pu-yiwen,Pu Yiwen,Pu Yiwen,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
puneet,Puneet,Puneet,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
puneet-hariharan,Puneet Hariharan,Puneet Hariharan,halo-4,halo-4,1,halo-4,0,0,False
qa-manager,QA Manager,QA Manager,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
qi-chenqian,Qi Chenqian,Qi Chenqian,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
qian-zhang,Qian Zhang,Qian Zhang,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
qiao-fange,Qiao Fange,Qiao Fange,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
qiao-shenlan,Qiao Shenlan,Qiao Shenlan,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
qin-dongchen,Qin Dongchen,Qin Dongchen,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
qin-fuwang,Qin Fuwang,Qin Fuwang,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
qin-hu,Qin Hu,Qin Hu,halo-5,halo-infinite,2,halo-5|halo-infinite,6,6,False
qin-lulu,Qin Lulu,Qin Lulu,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
qin-xin-a,Qin Xin_a,Qin Xin_a,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
qin-yingzhen,Qin Yingzhen,Qin Yingzhen,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
qiu-jinlong,Qiu Jinlong,Qiu Jinlong,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
qu-zhipeng,Qu Zhipeng,Qu Zhipeng,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
quach-tu-tran,Quach Tu Tran,Quach Tu Tran,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
quentin-arnold-rezin,Quentin Arnold Rezin,Quentin Arnold Rezin|Quentin Rezin,halo-4,halo-4,1,halo-4,0,0,False
quetzal-aguilar,Quetzal Aguilar,Quetzal Aguilar,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
quetzal-aguilar-dominguez,Quetzal Aguilar Dominguez,Quetzal Aguilar Dominguez,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
quinn-delhoyo,Quinn DelHoyo,Quinn DelHoyo,halo-5,halo-infinite,2,halo-5|halo-infinite,6,6,False
quinn-reilly,Quinn Reilly,Quinn Reilly,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
quinn-spence,Quinn Spence,Quinn Spence,halo-mcc-2021,halo-infinite,2,halo-mcc-2021|halo-infinite,0,0,False
quinton-prince,Quinton Prince,Quinton Prince,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
r-j-ranola,R. J. Ranola,R. J. Ranola,halo-4,halo-4,1,halo-4,0,0,False
rabab-rabbani,Rabab Rabbani,Rabab Rabbani,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
rachael-downing,Rachael Downing,Rachael Downing,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
rachael-schulz,Rachael Schulz,Rachael Schulz|Rachael Jaye Schulz,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
rachel-bolt,Rachel Bolt,Rachel Bolt,halo-5,halo-5,1,halo-5,0,0,False
rachel-clark,Rachel Clark,Rachel Clark,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
rachel-rosenbloom,Rachel Rosenbloom,Rachel Rosenbloom,halo-5,halo-infinite,2,halo-5|halo-infinite,6,6,False
rachel-varnell,Rachel Varnell,Rachel Varnell,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
rachelle-bilbruck,Rachelle Bilbruck,Rachelle Bilbruck,halo-4,halo-5,3,halo-4|halo-mcc|halo-5,3,2,False
rachelle-helmkamp,Rachelle Helmkamp,Rachelle Helmkamp,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
rachelle-perry,Rachelle Perry,Rachelle Perry,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
rados-aw-klasa,Radosław Klasa,Radosław Klasa,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
radu-moraru,Radu Moraru,Radu Moraru,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
rae-chen,Rae Chen,Rae Chen,halo-4,halo-5,2,halo-4|halo-5,3,3,False
rafa-clemente-torres,Rafa Clemente Torres,Rafa Clemente Torres,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
rafa-gesumunno,Rafał Gesumunno,Rafał Gesumunno,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
rafa-kowalczyk,Rafał Kowalczyk,Rafał Kowalczyk,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
rafa-wojda,Rafał Wojda,Rafał Wojda,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
rafael-amarante,Rafael Amarante,Rafael Amarante,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
rafael-chies,Rafael Chies,Rafael Chies,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
rafael-martinez-tarin,Rafael Martinez Tarin,Rafael Martinez Tarin,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
raghav-narula,Raghav Narula,Raghav Narula,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
rahsaan-green,Rahsaan Green,Rahsaan Green,halo-3,halo-5,2,halo-3|halo-5,8,8,False
rahul-shrimali,Rahul Shrimali,Rahul Shrimali,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
raio-smakpunt,Raio Smakpunt,Raio Smakpunt,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
raj-nattam,Raj Nattam,Raj Nattam|Rajeev Nattam,halo-3,halo-reach,3,halo-3|halo-3-odst|halo-reach,3,2,False
rajesh-a-deshpande,Rajesh A Deshpande,Rajesh A Deshpande,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
rakesh-kapadiya,Rakesh Kapadiya,Rakesh Kapadiya,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
ralf-herbrich,Ralf Herbrich,Ralf Herbrich,halo-3,halo-3,1,halo-3,0,0,False
ralph-de-souza,Ralph De Souza,Ralph De Souza,halo-5,halo-5,1,halo-5,0,0,False
ralph-egas,Ralph Egas,Ralph Egas,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
ralphie-agenar,Ralphie Agenar,Ralphie Agenar,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
ramesh-khairandish,Ramesh Khairandish,Ramesh Khairandish,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
ramiro-galan,Ramiro Galan,Ramiro Galan,halo-5,halo-5,1,halo-5,0,0,False
ran-pengsong,Ran Pengsong,Ran Pengsong,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
randal-shaffer,Randal Shaffer,Randal Shaffer,halo-5,halo-5,1,halo-5,0,0,False
randall-ng,Randall Ng,Randall Ng,halo-4,halo-5,2,halo-4|halo-5,3,3,False
randy-archer,Randy Archer,Randy Archer,halo-5,halo-5,1,halo-5,0,0,False
randy-croson,Randy Croson,Randy Croson,halo-infinite,halo-campaign-evolved,2,halo-infinite|halo-campaign-evolved,5,5,False
randy-pagulayan,Randy Pagulayan,Randy Pagulayan,halo-2,halo-3,2,halo-2|halo-3,3,3,False
randy-wells,Randy Wells,Randy Wells,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
randy-wood,Randy Wood,Randy Wood,halo-4,halo-4,1,halo-4,0,0,False
raquel-hayner,Raquel Hayner,Raquel Hayner,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
raul-montes,Raul Montes,Raul Montes,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
ravinder-singh,Ravinder Singh,Ravinder Singh,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
ravinunt-andrew-sudangnoi,Ravinunt Andrew Sudangnoi,Ravinunt Andrew Sudangnoi,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
ravjeet-singh,Ravjeet Singh,Ravjeet Singh,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
ray-almaden,Ray Almaden,Ray Almaden|Raymond Almaden,halo-4,halo-4,1,halo-4,0,0,False
ray-broscovak,Ray Broscovak,Ray Broscovak,halo-3-odst,halo-reach,2,halo-3-odst|halo-reach,1,1,False
ray-butchko,Ray Butchko,Ray Butchko|Raymond Butchko,halo-4,halo-5,2,halo-4|halo-5,3,3,False
ray-chase,Ray Chase,Ray Chase,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
ray-derryberry,Ray Derryberry,Ray Derryberry,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
rayce-mortensen,Rayce Mortensen,Rayce Mortensen,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
raymond-arriaga,Raymond Arriaga,Raymond Arriaga,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
raymond-nham,Raymond Nham,Raymond Nham,halo-mcc-2021,halo-infinite,2,halo-mcc-2021|halo-infinite,0,0,False
raymond-usher,Raymond Usher,Raymond Usher,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
raymundo-jactthar,Raymundo Jactthar,Raymundo Jactthar|Ray Jactthar,halo-infinite,halo-campaign-evolved,2,halo-infinite|halo-campaign-evolved,5,5,False
realm-lovejoy,Realm Lovejoy,Realm Lovejoy,halo-5,halo-5,1,halo-5,0,0,False
rebecca-guertin,Rebecca Guertin,Rebecca Guertin,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
rebecca-hanusack,Rebecca Hanusack,Rebecca Hanusack,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
rebecca-hordern,Rebecca Hordern,Rebecca Hordern,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
rebecca-howell,Rebecca Howell,Rebecca Howell,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
rebecca-wallace,Rebecca Wallace,Rebecca Wallace,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
reden-kristoffer-victa,Reden Kristoffer Victa,Reden Kristoffer Victa,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
reed-lawrenson,Reed Lawrenson,Reed Lawrenson,halo-3,halo-3,1,halo-3,0,0,False
reed-mosby,Reed Mosby,Reed Mosby,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
reed-rector,Reed Rector,Reed Rector,halo-4,halo-infinite,3,halo-4|halo-5|halo-infinite,9,6,False
reema-ishaque,Reema Ishaque,Reema Ishaque,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
reese-dalton,Reese Dalton,Reese Dalton,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
regis-jerry,Regis Jerry,Regis Jerry,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
reiad-chibah,Reiad Chibah,Reiad Chibah,halo-5,halo-5,1,halo-5,0,0,False
reid-borsuk,Reid Borsuk,Reid Borsuk,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
reid-johnson,Reid Johnson,Reid Johnson,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
remi-racine,Rémi Racine,Rémi Racine,halo-mcc-2018,halo-mcc-2018,1,halo-mcc-2018,0,0,False
remzey-sharif,Remzey Sharif,Remzey Sharif,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
ren-huaiyu,Ren Huaiyu,Ren Huaiyu,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
ren-leifan,Ren Leifan,Ren Leifan,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
renae-wetsig,Renae Wetsig,Renae Wetsig,halo-3-odst,halo-reach,2,halo-3-odst|halo-reach,1,1,False
renat-salimgareev,Renat Salimgareev,Renat Salimgareev,halo-cea,halo-cea,1,halo-cea,0,0,False
renata-paiva-alexandre-de-brito,Renata Paiva Alexandre de Brito,Renata Paiva Alexandre de Brito,halo-cea,halo-cea,1,halo-cea,0,0,False
rene-aigner,René Aigner,René Aigner,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
renee-beasley,Renee Beasley,Renee Beasley,halo-5,halo-5,1,halo-5,0,0,False
resat-dogan,Reşat Doğan,Reşat Doğan,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
reuben-dunnington,Reuben Dunnington,Reuben Dunnington,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
rewant-verma,Rewant Verma,Rewant Verma,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
rex-waters,Rex Waters,Rex Waters,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
rey-brassard,Rey Brassard,Rey Brassard,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
reynaldo-montelongo,Reynaldo Montelongo,Reynaldo Montelongo,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
reynaldo-palomino-echeandia,Reynaldo Palomino Echeandia,Reynaldo Palomino Echeandia,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
reynolds-montelongo,Reynolds Montelongo,Reynolds Montelongo,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
reza-elghazi,Reza Elghazi,Reza Elghazi,halo-mcc-2021,halo-infinite,2,halo-mcc-2021|halo-infinite,0,0,False
rhona-scott,Rhona Scott,Rhona Scott,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
rial-lerum,Rial Lerum,Rial Lerum,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
ricardo-gasca,Ricardo Gasca,Ricardo Gasca,halo-2,halo-2,1,halo-2,0,0,False
rich-vogel,Rich Vogel,Rich Vogel|Richard Vogel,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
rich-wickham,Rich Wickham,Rich Wickham,halo-3-odst,halo-3-odst,1,halo-3-odst,0,0,False
richard-berry,Richard Berry,Richard Berry,halo-5,halo-5,1,halo-5,0,0,False
richard-bissill,Richard Bissill,Richard Bissill,halo-5,halo-5,1,halo-5,0,0,False
richard-chen,Richard Chen,Richard Chen,halo-3-odst,halo-mcc-2021,2,halo-3-odst|halo-mcc-2021,12,12,False
richard-cookson,Richard Cookson,Richard Cookson,halo-5,halo-5,1,halo-5,0,0,False
richard-edwards,Richard Edwards,Richard Edwards,halo-5,halo-5,1,halo-5,0,0,False
richard-elchamaa,Richard El-Chamaa,Richard El-Chamaa,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
richard-eteson,Richard Eteson,Richard Eteson,halo-5,halo-5,1,halo-5,0,0,False
richard-hawkes,Richard Hawkes,Richard Hawkes,halo-5,halo-infinite,2,halo-5|halo-infinite,6,6,False
richard-heinz-jr,Richard Heinz Jr.,Richard Heinz Jr.,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
richard-hoberg,Richard Hoberg,Richard Hoberg|Rick Hoberg,halo-4,halo-5,2,halo-4|halo-5,3,3,False
richard-horvitz,Richard Horvitz,Richard Horvitz|Richard Steven Horvitz,halo-4,halo-4,1,halo-4,0,0,False
richard-jolly,Richard Jolly,Richard Jolly,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
richard-lamb,Richard Lamb,Richard Lamb,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
richard-le,Richard Le,Richard Le,halo-5,halo-infinite,2,halo-5|halo-infinite,6,6,False
richard-lico,Richard Lico,Richard Lico,halo-3-odst,halo-reach,2,halo-3-odst|halo-reach,1,1,False
richard-meier,Richard Meier,Richard Meier,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
richard-moretti,Richard Moretti,Richard Moretti,halo-mcc-2021,halo-infinite,2,halo-mcc-2021|halo-infinite,0,0,False
richard-myers,Richard Myers,Richard Myers,halo-mcc-2021,halo-infinite,2,halo-mcc-2021|halo-infinite,0,0,False
richard-orth,Richard Orth,Richard Orth,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
richard-pryce,Richard Pryce,Richard Pryce,halo-5,halo-5,1,halo-5,0,0,False
richard-ralfe,Richard Ralfe,Richard Ralfe,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
richard-reyes,Richard Reyes,Richard Reyes,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
richard-riccardi,Richard Riccardi,Richard Riccardi,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
richard-rosenberg,Richard Rosenberg,Richard Rosenberg,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
richard-saadat,Richard Saadat,Richard Saadat,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
richard-sherry,Richard Sherry,Richard Sherry,halo-infinite,halo-campaign-evolved,2,halo-infinite|halo-campaign-evolved,5,5,False
richard-smith,Richard Smith,Richard Smith,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
richard-spano,Richard Spano,Richard Spano,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
richard-sun,Richard Sun,Richard Sun,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
richard-walker,Richard Walker,Richard Walker,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
richard-watkins,Richard Watkins,Richard Watkins,halo-4,halo-5,2,halo-4|halo-5,3,3,False
richard-watson,Richard Watson,Richard Watson,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
richard-withrow,Richard Withrow,Richard Withrow,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
richard-worn,Richard Worn,Richard Worn,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
richard-ziman,Richard Ziman,Richard Ziman,halo-3-odst,halo-3-odst,1,halo-3-odst,0,0,False
richie-burroughs,Richie Burroughs,Richie Burroughs,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
richie-heinz-jr,Richie Heinz,Richie Heinz|Richie Heinz Jr.,halo-infinite,halo-campaign-evolved,2,halo-infinite|halo-campaign-evolved,5,5,False
richie-prado,Richie Prado,Richie Prado,halo-3,halo-3,1,halo-3,0,0,False
rick-achberger,Rick Achberger,Rick Achberger,halo-4,halo-infinite,3,halo-4|halo-5|halo-infinite,9,6,False
rick-blanco,Rick Blanco,Rick Blanco,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
rick-fuentealba,Rick Fuentealba,Rick Fuentealba,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
rick-knox,Rick Knox,Rick Knox,halo-cea,halo-infinite,3,halo-cea|halo-4|halo-infinite,10,9,False
rick-labadie,Rick Labadie,Rick Labadie,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
rick-lockyear,Rick Lockyear,Rick Lockyear,halo-ce,halo-infinite,7,halo-ce|halo-3|halo-cea|halo-4|halo-mcc|halo-mcc-2021|halo-infinite,20,7,False
rick-pasqualone,Rick Pasqualone,Rick Pasqualone,halo-5,halo-5,1,halo-5,0,0,False
rick-ryan,Rick Ryan,Rick Ryan,halo-ce,halo-ce,1,halo-ce,0,0,False
rick-shinozaki,Rick Shinozaki,Rick Shinozaki,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
rick-stalder,Rick Stalder,Rick Stalder,halo-4,halo-4,1,halo-4,0,0,False
rick-wasserman,Rick Wasserman,Rick Wasserman,halo-5,halo-infinite,2,halo-5|halo-infinite,6,6,False
rickie-thornley,Rickie Thornley,Rickie Thornley,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
ricky-renna,Ricky Renna,Ricky Renna,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
riley-faucett,Riley Faucett,Riley Faucett,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
riley-frambes,Riley Frambes,Riley Frambes,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
riley-hastings,Riley Hastings,Riley Hastings,halo-mcc-2021,halo-campaign-evolved,3,halo-mcc-2021|halo-infinite|halo-campaign-evolved,5,5,False
riley-pannkuk,Riley Pannkuk,Riley Pannkuk,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
rio-stewart,Rio Stewart,Rio Stewart,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
rise-lugo,Rise Lugo,Rise Lugo,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
rita-dormany,Rita Dormány,Rita Dormány,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
rita-manning,Rita Manning,Rita Manning,halo-5,halo-5,1,halo-5,0,0,False
ritesh-david,Ritesh David,Ritesh David,halo-4,halo-4,1,halo-4,0,0,False
ritik-patel,Ritik Patel,Ritik Patel,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
rj-almeda,RJ Almeda,RJ Almeda,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
rj-montelongo,RJ Montelongo,RJ Montelongo,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
rj-ranola,R.J. Ranola,R.J. Ranola|RJ Ranola,halo-4,halo-infinite,2,halo-4|halo-infinite,9,9,False
rob-austin,Rob Austin,Rob Austin|Robert Austin,halo-5,halo-5,1,halo-5,0,0,False
rob-bowen,Rob Bowen,Rob Bowen,halo-mcc,halo-5,2,halo-mcc|halo-5,1,1,False
rob-dunsmuir,Rob Dunsmuir,Rob Dunsmuir,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
rob-johnson,Rob Johnston,Rob Johnston|Rob Johnson,halo-4,halo-campaign-evolved,6,halo-4|halo-mcc|halo-5|halo-mcc-2021|halo-infinite|halo-campaign-evolved,14,6,False
rob-king,Rob King,Rob King|Robert King,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
rob-lowry,Rob Lowry,Rob Lowry,halo-4,halo-5,3,halo-4|halo-mcc|halo-5,3,2,False
rob-pearsall,Rob Pearsall,Rob Pearsall,halo-cea,halo-4,2,halo-cea|halo-4,1,1,False
rob-primozich,Rob Primozich,Rob Primozich,halo-3,halo-3,1,halo-3,0,0,False
rob-reidburn,Rob Reidburn,Rob Reidburn|Robert Reidburn,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
rob-rodi,Rob Rodi,Rob Rodi|Robert L. Rodi,halo-4,halo-5,3,halo-4|halo-mcc|halo-5,3,2,False
rob-semsey,Rob Semsey,Rob Semsey,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
rob-shoff,Rob Shoff,Rob Shoff|Robert Shoff,halo-4,halo-infinite,3,halo-4|halo-5|halo-infinite,9,6,False
rob-stokes,Rob Stokes,Rob Stokes,halo-2,halo-3,2,halo-2|halo-3,3,3,False
robb-gray,Robb Gray,Robb Gray,halo-5,halo-5,1,halo-5,0,0,False
robbie-bach,Bobby Bath,Bobby Bath|Bobby Ranvir Bath,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
robbie-daymond,Robbie Daymond,Robbie Daymond,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
robbie-elias,Robbie Elias,Robbie Elias,halo-4,halo-infinite,3,halo-4|halo-5|halo-infinite,9,6,False
robert-adams,Robert Adams,Robert Adams|Rob Adams,halo-3-odst,halo-reach,2,halo-3-odst|halo-reach,1,1,False
robert-ashley,Robert Ashley,Robert Ashley,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
robert-bergeron,Robert Bergeron,Robert Bergeron,halo-mcc-2021,halo-infinite,2,halo-mcc-2021|halo-infinite,0,0,False
robert-blake,Robert Blake,Robert Blake|Rob Blake,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
robert-blye,Robert Blye,Robert Blye,halo-3,halo-3,1,halo-3,0,0,False
robert-darryl-purdy,Robert Darryl Purdy,Robert Darryl Purdy,halo-3,halo-3,1,halo-3,0,0,False
robert-davi,Robert Davi,Robert Davi,halo-2,halo-3,2,halo-2|halo-3,3,3,False
robert-delaware,Robert Delaware,Robert Delaware,halo-3,halo-3,1,halo-3,0,0,False
robert-doss,Robert Doss,Robert Doss,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
robert-ferris,Robert Ferris,Robert Ferris,halo-cea,halo-cea,1,halo-cea,0,0,False
robert-filipowicz,Robert Filipowicz,Robert Filipowicz,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
robert-forest-baker,Robert Forest Baker,Robert Forest Baker,halo-5,halo-infinite,2,halo-5|halo-infinite,6,6,False
robert-gatley,Robert Gatley,Robert Gatley,halo-cea,halo-mcc,2,halo-cea|halo-mcc,3,3,False
robert-glen,Robert Glen,Robert Glen,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
robert-go,Robert Go,Robert Go,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
robert-goldberg,Robert Goldberg,Robert Goldberg,halo-reach,halo-reach,1,halo-reach,0,0,False
robert-hinshaw,Robert Hinshaw,Robert Hinshaw,halo-mcc-2021,halo-campaign-evolved,3,halo-mcc-2021|halo-infinite|halo-campaign-evolved,5,5,False
robert-kadar,Róbert Kádár,Róbert Kádár,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
robert-kehoe,Rob Kehoe,Rob Kehoe|Robert Kehoe,halo-3-odst,halo-4,3,halo-3-odst|halo-reach|halo-4,3,2,False
