person_id,display_name,variants,first_game,last_game,game_count,games,span_years,largest_gap_years,uncertain
anthony-hanson,Anthony Hanson,Anthony Hanson|Anthony Hansen,halo-5,halo-5,1,halo-5,0,0,False
anthony-horne,Anthony Horne,Anthony Horne,halo-5,halo-5,1,halo-5,0,0,False
anthony-joseph,Anthony Joseph,Anthony Joseph,halo-4,halo-4,1,halo-4,0,0,False
anthony-lewis,Anthony Lewis,Anthony Lewis,halo-5,halo-5,1,halo-5,0,0,False
anthony-marraffa,Anthony Marraffa,Anthony Marraffa,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
anthony-mars,Anthony Mars,Anthony Mars,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
anthony-may,Anthony May,Anthony May,halo-mcc-2021,halo-infinite,2,halo-mcc-2021|halo-infinite,0,0,False
anthony-mejias,Anthony Mejias,Anthony Mejias,halo-mcc-2021,halo-campaign-evolved,3,halo-mcc-2021|halo-infinite|halo-campaign-evolved,5,5,False
anthony-morley,Anthony Morley,Anthony Morley,halo-cea,halo-cea,1,halo-cea,0,0,False
anthony-murray,Anthony Murray,Anthony Murray,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
anthony-polenzani,Anthony Polenzani,Anthony Polenzani,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
anthony-price,Anthony Price,Anthony Price|Anthony S. Price,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
anthony-romero,Anthony Romero,Anthony Romero,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
anthony-striplen,Anthony Striplen,Anthony Striplen,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
anthony-trahan,Anthony Trahan,Anthony Trahan,halo-4,halo-4,1,halo-4,0,0,False
anthony-vacarro,Anthony Vacarro,Anthony Vacarro|Anthony Vaccaro,halo-reach,halo-reach,1,halo-reach,0,0,False
antim-nguyen,An-Tim Nguyen,An-Tim Nguyen,halo-5,halo-5,1,halo-5,0,0,False
antoine-agthe,Antoine Agthe,Antoine Agthe,halo-mcc-2018,halo-mcc-2018,1,halo-mcc-2018,0,0,False
antoine-clement,Antoine Clément,Antoine Clément,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
antoine-gaudin,Antoine Gaudin,Antoine Gaudin,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
anton-a-vasilev,Anton A. Vasilev,Anton A. Vasilev,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
anton-blokhin,Anton Blokhin,Anton Blokhin,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
anton-feist,Anton Feist,Anton Feist,halo-reach,halo-reach,1,halo-reach,0,0,False
anton-holovchenko,Anton Holovchenko,Anton Holovchenko,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
anton-ivanov,Anton Ivanov,Anton Ivanov,halo-cea,halo-mcc-2021,2,halo-cea|halo-mcc-2021,10,10,False
anton-kostiuk,Anton Kostiuk,Anton Kostiuk,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
anton-krupkin,Anton Krupkin,Anton Krupkin,halo-cea,halo-mcc-2021,2,halo-cea|halo-mcc-2021,10,10,False
anton-lang,Anton Lang,Anton Lang,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
anton-li,Anton Li,Anton Li,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
anton-lomakin,Anton Lomakin,Anton Lomakin,halo-cea,halo-cea,1,halo-cea,0,0,False
anton-m-vasilev,Anton M. Vasilev,Anton M. Vasilev|Anton Vasilev,halo-mcc,halo-mcc-2021,2,halo-mcc|halo-mcc-2021,7,7,False
anton-novoselov,Anton Novoselov,Anton Novoselov,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
anton-podolsky,Anton Podolsky,Anton Podolsky,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
anton-s-ivanov,Anton S Ivanov,Anton S Ivanov,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
anton-sedov,Anton Sedov,Anton Sedov,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
anton-shakhmatov,Anton Shakhmatov,Anton Shakhmatov,halo-cea,halo-cea,1,halo-cea,0,0,False
anton-sorokin,Anton Sorokin,Anton Sorokin,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
anton-sumerin,Anton Sumerin,Anton Sumerin,halo-cea,halo-mcc-2021,2,halo-cea|halo-mcc-2021,10,10,False
anton-trufanov,Anton Trufanov,Anton Trufanov,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
anton-vinogradov,Anton Vinogradov,Anton Vinogradov,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
anton-zhuk,Anton Zhuk,Anton Zhuk,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
antonij-kirillov,Antonij Kirillov,Antonij Kirillov,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
antonio-akira,Antonio Akira,Antonio Akira,halo-5,halo-5,1,halo-5,0,0,False
antonio-bobbitt,Antonio Bobbitt,Antonio Bobbitt,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
antonio-gil-herrera,Antonio Gil Herrera,Antonio Gil Herrera,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
aran-dolatabadi,Aran Dolatabadi,Aran Dolatabadi,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
archie-plata,Archie Plata,Archie Plata,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
arda-koyuncu,Arda Koyuncu,Arda Koyuncu,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
aria-towner,Aria Towner,Aria Towner,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
arianna-ordona,Arianna Ordona,Arianna Ordona,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
ariel-hoyos,Ariel Hoyos,Ariel Hoyos,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
arik-higbee,Arik Higbee,Arik Higbee,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
arin-mann,Arin Mann,Arin Mann,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
arina-kirillova,Arina Kirillova,Arina Kirillova,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
aristomenis-tsirbas,Aristomenis Tsirbas,Aristomenis Tsirbas,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
arjon-mendoza,Arjon Mendoza,Arjon Mendoza,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
arjun-agnihotri,Arjun Agnihotri,Arjun Agnihotri,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
arjun-gupta,Arjun Gupta,Arjun Gupta,halo-mcc-2021,halo-infinite,2,halo-mcc-2021|halo-infinite,0,0,False
arkadiusz-grzesinski,Arkadiusz Grzesiński,Arkadiusz Grzesiński,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
arkadiusz-piwiec,Arkadiusz Piwiec,Arkadiusz Piwiec,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
arklan-uth-oslin,Arklan Uth Oslin,Arklan Uth Oslin,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
arlen-szabo,Arlen Szabó,Arlen Szabó,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
arman-abounourinejad,Arman Abounourinejad,Arman Abounourinejad,halo-4,halo-4,1,halo-4,0,0,False
arman-marchiel,Arman Marchiel,Arman Marchiel,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
armando-troisi,Armando Troisi,Armando Troisi,halo-4,halo-4,1,halo-4,0,0,False
armen-taylor,Armen Taylor,Armen Taylor,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
armin-ronacher,Armin Ronacher,Armin Ronacher,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
arnold-ayala,Arnold Ayala,Arnold Ayala,halo-3,halo-3,1,halo-3,0,0,False
arnout-van-meer,Arnout van Meer,Arnout van Meer,halo-mcc,halo-mcc-2021,2,halo-mcc|halo-mcc-2021,7,7,False
arnulfo-navratil,Arnulfo Navratil,Arnulfo Navratil,halo-4,halo-4,1,halo-4,0,0,False
aron-inger,Aron Inger,Aron Inger,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
arpad-dobos,Árpád Dobos,Árpád Dobos,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
arseniy-skripkin,Arseniy Skripkin,Arseniy Skripkin,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
arseny-efimtsev,Arseny Efimtsev,Arseny Efimtsev,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
artem-komonov,Artem Komonov,Artem Komonov,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
artem-kudriashov,Artem Kudriashov,Artem Kudriashov,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
artem-shumnik,Artem Shumnik,Artem Shumnik,halo-cea,halo-cea,1,halo-cea,0,0,False
artem-smirnov,Artem Smirnov,Artem Smirnov,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
artem-volchik,Artem Volchik,Artem Volchik,halo-reach,halo-reach,1,halo-reach,0,0,False
artem-voznyuk,Artem Voznyuk,Artem Voznyuk,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
arthur-agadzhanov,Arthur Agadzhanov,Arthur Agadzhanov,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
arthur-firmino,Arthur Firmino,Arthur Firmino,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
arthur-tien,Arthur Tien,Arthur Tien,halo-3,halo-3,1,halo-3,0,0,False
artstudio,ArtStudio,ArtStudio,halo-cea,halo-cea,1,halo-cea,0,0,False
artur-ievsieiev,Artur Ievsieiev,Artur Ievsieiev,halo-mcc,halo-5,2,halo-mcc|halo-5,1,1,False
arturo-adam-gutierrez-jr,Arturo [Adam] Gutierrez Jr.,Arturo [Adam] Gutierrez Jr.|Arturo Gutierrez Jr.,halo-3-odst,halo-3-odst,1,halo-3-odst,0,0,False
arvind-deol,Arvind Deol,Arvind Deol,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
asako-kido,Asako Kido,Asako Kido,halo-cea,halo-cea,1,halo-cea,0,0,False
ash-daley,Ash Daley,Ash Daley,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
ash-wood,Ash Wood,Ash Wood,halo-3-odst,halo-3-odst,1,halo-3-odst,0,0,False
asher-harman,Asher Harman,Asher Harman,halo-5,halo-5,1,halo-5,0,0,False
ashleigh-kimes,Ashleigh Kimes,Ashleigh Kimes,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
ashley-anderson,Ashley Anderson,Ashley Anderson,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
ashley-andrewjones,Ashley Andrew-Jones,Ashley Andrew-Jones,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
ashley-genato,Ashley Genato,Ashley Genato,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
ashley-kincannon,Ashley Kincannon,Ashley Kincannon,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
ashley-mortensen,Ashley Mortensen,Ashley Mortensen,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
ashley-rohan,Ashley Rohan,Ashley Rohan,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
ashley-smith,Ashley Smith,Ashley Smith,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
ashley-stallworth,Ashley Stallworth,Ashley Stallworth,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
ashliegh-kimes,Ashliegh Kimes,Ashliegh Kimes,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
ashlyn-j-rosefeld,Ashlyn J Rosefeld,Ashlyn J Rosefeld,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
ashton-jenson,Ashton Jenson,Ashton Jenson,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
aslan-shigapov,Aslan Shigapov,Aslan Shigapov,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
astrid-du,Astrid Du,Astrid Du,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
attila-chovanetz,Attila Chovanetz,Attila Chovanetz,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
attila-csepy,Attila Csepy,Attila Csepy,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
attila-fekete,Attila Fekete,Attila Fekete,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
attila-juhasz,Attila Juhasz,Attila Juhasz,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
attila-szenes,Attila Szenes,Attila Szenes,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
attila-szigeti,Attila Szigeti,Attila Szigeti,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
atzin-millan,Atzin Millan,Atzin Millan,halo-infinite,halo-campaign-evolved,2,halo-infinite|halo-campaign-evolved,5,5,False
aubra-moore,Aubra Moore,Aubra Moore,halo-5,halo-campaign-evolved,4,halo-5|halo-mcc-2021|halo-infinite|halo-campaign-evolved,11,6,False
aubrey-quinton,Aubrey Quinton,Aubrey Quinton,halo-5,halo-5,1,halo-5,0,0,False
audiomotion,Audiomotion,Audiomotion,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
audrey-oblin,Audrey Oblin,Audrey Oblin,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
audrey-zamora,Audrey Zamora,Audrey Zamora,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
aurelien-hulot,Aurelien Hulot,Aurelien Hulot,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
aurora-sciarrone,Aurora Sciarrone,Aurora Sciarrone,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
austin-benjamin,Austin Benjamin,Austin Benjamin,halo-5,halo-5,1,halo-5,0,0,False
austin-carthell,Austin Carthell,Austin Carthell,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
austin-conway,Austin Conway,Austin Conway,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
austin-craine,Austin Craine,Austin Craine,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
austin-harper,Austin Harper,Austin Harper,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
austin-herrington,Austin Herrington,Austin Herrington,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
austin-hind,Austin Hind,Austin Hind,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
austin-hutchins,Austin Hutchins,Austin Hutchins,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
austin-keeling,Austin Keeling,Austin Keeling,halo-mcc-2021,halo-infinite,2,halo-mcc-2021|halo-infinite,0,0,False
austin-knott,Austin Knott,Austin Knott,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
austin-lee-matthews,Austin Lee Matthews,Austin Lee Matthews,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
austin-legg,Austin Legg,Austin Legg,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
austin-mccleary,Austin McCleary,Austin McCleary,halo-mcc-2021,halo-infinite,2,halo-mcc-2021|halo-infinite,0,0,False
austin-montgomery,Austin Montgomery,Austin Montgomery,halo-5,halo-campaign-evolved,3,halo-5|halo-infinite|halo-campaign-evolved,11,6,False
austin-shannon,Austin Shannon,Austin Shannon,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
austin-skeeters,Austin Skeeters,Austin Skeeters,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
austin-townley,Austin Townley,Austin Townley,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
autumn-whitehead,Autumn Whitehead,Autumn Whitehead,halo-mcc-2021,halo-infinite,2,halo-mcc-2021|halo-infinite,0,0,False
aviv-arad,Aviv Arad,Aviv Arad,halo-reach,halo-reach,1,halo-reach,0,0,False
avril-martinez,Avril Martinez,Avril Martinez,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
axel-lopez,Axel Lopez,Axel Lopez,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
ayush-chaudhary,Ayush Chaudhary,Ayush Chaudhary,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
azgard-contreras-estrada,Azgard Contreras Estrada,Azgard Contreras Estrada,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
azucena-valadez,Azucena Valadez,Azucena Valadez,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
azzad-underwood,Azzad Underwood,Azzad Underwood,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
baabak-nassirian,Baabak Nassirian,Baabak Nassirian|Baabak Nassirrian,halo-5,halo-5,1,halo-5,0,0,False
bai-yunchuan,Bai Yunchuan,Bai Yunchuan,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
bai-yuxue,Bai Yuxue,Bai Yuxue,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
bailey-brian,Bailey Brian,Bailey Brian,halo-5,halo-5,1,halo-5,0,0,False
bakhromzhon-chakkanbaev,Bakhromzhon Chakkanbaev,Bakhromzhon Chakkanbaev,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
balazs-kerek,Balázs Kerek,Balázs Kerek,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
balazs-szakonyi,Balázs Szakonyi,Balázs Szakonyi,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
balazs-varga,Balázs Varga,Balázs Varga,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
balint-keresztes,Bálint Keresztes,Bálint Keresztes,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
barbara-bogatin,Barbara Bogatin,Barbara Bogatin,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
barbara-busch,Barbara Busch,Barbara Busch,halo-4,halo-4,1,halo-4,0,0,False
barbara-dombi,Barbara Dombi,Barbara Dombi,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
barbara-riccardi,Barbara Riccardi,Barbara Riccardi,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
barney-oram,Barney Oram,Barney Oram,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
barrie-buckner,Barrie Buckner,Barrie Buckner,halo-4,halo-4,1,halo-4,0,0,False
barry-campbell,Barry Campbell,Barry Campbell,halo-4,halo-4,1,halo-4,0,0,False
barry-killen,Barry Killen,Barry Killen,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
bart-house,Bart House,Bart House,halo-2,halo-2,1,halo-2,0,0,False
bart-malagon-ramirez,Bart Malagon Ramirez,Bart Malagon Ramirez,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
bartek-kujbida,Bartek Kujbida,Bartek Kujbida,halo-3-odst,halo-3-odst,1,halo-3-odst,0,0,False
bashkim-leka,Bashkim Leka,Bashkim Leka,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
baxter-spark,Baxter Spark,Baxter Spark,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
bea-lovejoy,Bea Lovejoy,Bea Lovejoy,halo-5,halo-5,1,halo-5,0,0,False
becca-waters,Becca Waters,Becca Waters,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
beckie-king,Beckie King,Beckie King,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
becky-allen,Becky Allen,Becky Allen,halo-cea,halo-campaign-evolved,3,halo-cea|halo-infinite|halo-campaign-evolved,15,10,False
becky-bird,Becky Bird,Becky Bird,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
becky-jackson,Becky Jackson,Becky Jackson,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
becky-sarjeant,Becky Sarjeant,Becky Sarjeant,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
bekah-hamilton,Bekah Hamilton,Bekah Hamilton,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
ben-adams,Ben Adams,Ben Adams,halo-infinite,halo-campaign-evolved,2,halo-infinite|halo-campaign-evolved,5,5,False
ben-allen,Ben Allen,Ben Allen,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
ben-bevan,Ben Bevan,Ben Bevan,halo-5,halo-mcc-2021,2,halo-5|halo-mcc-2021,6,6,False
ben-cammarano,Ben Cammarano,Ben Cammarano,halo-3-odst,halo-mcc,4,halo-3-odst|halo-reach|halo-cea|halo-mcc,5,3,False
ben-cinelli,Ben Cinelli,Ben Cinelli,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
ben-close,Ben Close,Ben Close,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
ben-crossbones,Ben Crossbones,Ben Crossbones,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
ben-diskin,Ben Diskin,Ben Diskin|Benjamin Diskin,halo-4,halo-4,1,halo-4,0,0,False
ben-edney,Ben Edney,Ben Edney,halo-4,halo-4,1,halo-4,0,0,False
ben-farley,Ben Farley,Ben Farley,halo-mcc,halo-infinite,4,halo-mcc|halo-5|halo-mcc-2021|halo-infinite,7,6,False
ben-frazier,Ben Frazier,Ben Frazier,halo-mcc-2021,halo-campaign-evolved,3,halo-mcc-2021|halo-infinite|halo-campaign-evolved,5,5,False
ben-harrison,Ben Harrison,Ben Harrison|Benjamin Harrison,halo-4,halo-4,1,halo-4,0,0,False
ben-hopkinson,Ben Hopkinson,Ben Hopkinson,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
ben-jones,Ben Jones,Ben Jones,halo-cea,halo-cea,1,halo-cea,0,0,False
ben-kersten,Ben Kersten,Ben Kersten,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
ben-laidlaw,Ben Laidlaw,Ben Laidlaw,halo-5,halo-5,1,halo-5,0,0,False
ben-lanier,Ben Lanier,Ben Lanier,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
ben-madlena,Ben Madlena,Ben Madlena,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
ben-mauro,Ben Mauro,Ben Mauro|Benjamin Mauro,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
ben-nicholas,Ben Nicholas,Ben Nicholas|Benjamin Mark Nicholas,halo-5,halo-5,1,halo-5,0,0,False
ben-parry,Ben Parry,Ben Parry,halo-5,halo-infinite,2,halo-5|halo-infinite,6,6,False
ben-richeson,Ben Richeson,Ben Richeson,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
ben-sharples,Ben Sharples,Ben Sharples,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
ben-shore,Ben Shore,Ben Shore,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
ben-smoot,Ben Smoot,Ben Smoot,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
ben-spencer,Ben Spencer,Ben Spencer,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
ben-stanton,Ben Stanton,Ben Stanton,halo-4,halo-4,1,halo-4,0,0,False
ben-steinhoff,Ben Steinhoff,Ben Steinhoff,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
ben-sullivan,Ben Sullivan,Ben Sullivan,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
ben-walker,Ben Walker,Ben Walker,halo-5,halo-5,1,halo-5,0,0,False
ben-wallace,Ben Wallace,Ben Wallace,halo-ce,halo-reach,5,halo-ce|halo-2|halo-3|halo-3-odst|halo-reach,9,3,False
ben-wetrich,Ben Wetrich,Ben Wetrich,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
bence-babos,Bence Babos,Bence Babos,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
benedict-cruft,Benedict Cruft,Benedict Cruft,halo-5,halo-5,1,halo-5,0,0,False
benedict-hymas,Benedict Hymas,Benedict Hymas,halo-5,halo-5,1,halo-5,0,0,False
benjamin-bywater,Benjamin Bywater,Benjamin Bywater,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
benjamin-de-la-ossa,Benjamin De La Ossa,Benjamin De La Ossa,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
benjamin-durkin,Benjamin Durkin,Benjamin Durkin,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
benjamin-j-wommack,Ben Wommack,Ben Wommack|Benjamin J. Wommack|Benjamin Wommack,halo-3,halo-reach,3,halo-3|halo-3-odst|halo-reach,3,2,False
benjamin-mehanovic,Benjamin Mehanovic,Benjamin Mehanovic,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
benjamin-norcross,Benjamin Norcross,Benjamin Norcross,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
benjamin-panarella,Benjamin Panarella,Benjamin Panarella,halo-5,halo-5,1,halo-5,0,0,False
benjamin-richard-dienes,Benjamin Richard Dienes,Benjamin Richard Dienes|Benjamin Dienes,halo-mcc,halo-5,2,halo-mcc|halo-5,1,1,False
benjamin-sklar,Benjamin Sklar,Benjamin Sklar,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
benjamin-thompson,Benjamin Thompson,Benjamin Thompson|Ben Thompson,halo-3-odst,halo-reach,2,halo-3-odst|halo-reach,1,1,False
benjamin-uriarte,Benjamin Uriarte,Benjamin Uriarte,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
benjamin-valena,Benjamin Valena,Benjamin Valena,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
benjamin-weber,Benjamin Weber,Benjamin Weber,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
benlarvyn-john-dacanay,Benlarvyn John Dacanay,Benlarvyn John Dacanay,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
benoit-fillippin,Benoit Fillippin,Benoit Fillippin,halo-infinite,halo-infinite,1,halo-infinite,0,0,False
benoit-gagne,Benoit Gagne,Benoit Gagne,halo-3-odst,halo-3-odst,1,halo-3-odst,0,0,False
bereket-kifle,Bereket Kifle,Bereket Kifle,halo-mcc-2021,halo-campaign-evolved,3,halo-mcc-2021|halo-infinite|halo-campaign-evolved,5,5,False
bernard-wiseman,Bernard Wiseman,Bernard Wiseman,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
bernardo-amezcua,Bernardo Amezcua,Bernardo Amezcua,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
bernhard-trecksel,Bernhard Trecksel,Bernhard Trecksel,halo-campaign-evolved,halo-campaign-evolved,1,halo-campaign-evolved,0,0,False
bernie-freidin,Bernie Freidin,Bernie Freidin,halo-ce,halo-2,2,halo-ce|halo-2,3,3,False
bernie-grundman,Bernie Grundman,Bernie Grundman,halo-mcc,halo-mcc,1,halo-mcc,0,0,False
bert-mcdowell,Bert McDowell,Bert McDowell,halo-mcc-2021,halo-mcc-2021,1,halo-mcc-2021,0,0,False
beth-demetrescu,Beth Demetrescu,Beth Demetrescu,halo-cea,halo-cea,1,halo-cea,0,0,False
