game_id,name,roles
halo-campaign-evolved,Adrian Brown,Director of Data & Al
halo-campaign-evolved,Adrian Cho,Sr. External Dev Manager
halo-campaign-evolved,Adrian Mark Perez,Multiplayer Programmers
halo-campaign-evolved,Adrienne Soto,Ascendion Inc
halo-campaign-evolved,Adrián Ortiz,Recording Engineers
halo-campaign-evolved,Agata Jurkiewicz,Polish Translators
halo-campaign-evolved,Ahn Jang-Hyeok,Additional Localized Voices
halo-campaign-evolved,Ai-Ju Song,Traditional Chinese Language Coordinators
halo-campaign-evolved,Aida Jordà,Quality Analysts
halo-campaign-evolved,Aisha Braud,User Research Coordinators
halo-campaign-evolved,Aisha Tyler,Female Marine Trooper 2
halo-campaign-evolved,Ajay Agrawal,Senior Concept Artists
halo-campaign-evolved,Akiko Koike,Additional Localized Voices
halo-campaign-evolved,Alan Vázquez,Support & Safety Agents
halo-campaign-evolved,Alberto Santiago,Sound Engineers
halo-campaign-evolved,Alejandro González,Sentinels
halo-campaign-evolved,Alejandro Rodriguez,Special Thanks
halo-campaign-evolved,Alejandro Ura,Sr. Account Manager
halo-campaign-evolved,Aleksandr Lukyanov,Senior Technical Artist
halo-campaign-evolved,Aleksandra Kilanova,Russian Translators
halo-campaign-evolved,Aleksandra Pietrasiewicz,Polish Language Coordinator
halo-campaign-evolved,Aleksandra Waltos,Vice President of Strategic Design
halo-campaign-evolved,Alena Copeland,Business Operations Associates
halo-campaign-evolved,Alessandro D'Errico,Additional Localized Voices
halo-campaign-evolved,Alessandro Parotti,Project Managers
halo-campaign-evolved,Alex Cashman,Test Associates
halo-campaign-evolved,Alex Dramashko,Russian Translators
halo-campaign-evolved,Alex Heise,"Director of Business Development, North America"
halo-campaign-evolved,Alex Kocsis,FX Lead
halo-campaign-evolved,Alex Kozlov,Producer
halo-campaign-evolved,Alex Nawabi,Sr. Account Manager
halo-campaign-evolved,Alex Nica,Special Thanks
halo-campaign-evolved,Alex Parlour,Operations Director
halo-campaign-evolved,Alex Sándor Rabb,President
halo-campaign-evolved,Alex Villamar,Additional Localized Voices
halo-campaign-evolved,Alex Wakeford,Additional Content written by
halo-campaign-evolved,Alexander Kolle,Sound Engineers
halo-campaign-evolved,Alexander Oldring,Executive Directors
halo-campaign-evolved,Alexander Seropian,Executive Producer
halo-campaign-evolved,Alexandra Dianis,Animators
halo-campaign-evolved,Alexis Crofts,Senior Vice President
halo-campaign-evolved,Alexis Smith,Sentinels
halo-campaign-evolved,Alfredo Martínez,Additional Localized Voices
halo-campaign-evolved,Alice Bongiorni,Artistic Directors
halo-campaign-evolved,Alvin Nelson,Senior Producers
halo-campaign-evolved,Alyssa Munaretto,UX / UI Designer
halo-campaign-evolved,Alyssa Torres,Data Engineer
halo-campaign-evolved,Amanda Gracia,Quality Analysts
halo-campaign-evolved,Amanda Morton,Franchise PM / Archivist
halo-campaign-evolved,Amanda Nearbin,User Research Coordinators
halo-campaign-evolved,Amanda Rischel,Performance Capture
halo-campaign-evolved,Amber Holtrop,Special Thanks
halo-campaign-evolved,Amy Cobb,Business Ops Program Manager
halo-campaign-evolved,Ana Araújo,Artistic Directors
halo-campaign-evolved,Ana Esther Alborg García,Additional Localized Voices
halo-campaign-evolved,Anastasia Pastukhova,Senior Gameplay Animators
halo-campaign-evolved,Andre Brown,Sr. Client Solutions Manager
halo-campaign-evolved,Andre De Spain,Technical Artists
halo-campaign-evolved,Andrea Gambaro,Sound Engineers
halo-campaign-evolved,Andrea Gausmann,Lead Technical Artist
halo-campaign-evolved,Andrea Henke,Special Thanks
halo-campaign-evolved,Andrea Hochstein,Animators
halo-campaign-evolved,Andrea Mikus,Financial Coordinator
halo-campaign-evolved,Andrea Moretti,Additional Localized Voices
halo-campaign-evolved,Andreas Otto,Additional Localized Voices
halo-campaign-evolved,Andres Garcia,Additional Localized Voices
halo-campaign-evolved,Andrew C. Hampton,Principal Software Engineering Leads
halo-campaign-evolved,Andrew David Adam,Senior Software Engineer
halo-campaign-evolved,Andrew Franklin,Principal Business Manager | Sentinels
halo-campaign-evolved,Andrew Nollan,Senior Software Engineers
halo-campaign-evolved,Andrew Pritchard,Release Manager
halo-campaign-evolved,Andrew Sage,XGS Special Thanks
halo-campaign-evolved,Andrew Schnickel,Principal Software Eng Lead
halo-campaign-evolved,Andrew Smallwood,Producers
halo-campaign-evolved,Andrzej Grenda,Associate Accessibility Test Associates
halo-campaign-evolved,András Gáll,FX Artists
halo-campaign-evolved,András Horváth,Animators
halo-campaign-evolved,András Krajcsics,Mocap Specialist
halo-campaign-evolved,András Mórocz,CEO
halo-campaign-evolved,András Somody,Controller
halo-campaign-evolved,Andy Le,Test Associates
halo-campaign-evolved,Andy McKaige,PFC Dubbo | Pvt. Chips Dubbo
halo-campaign-evolved,Anett Berecz,Lawyers
halo-campaign-evolved,Angel Mota,Additional Localized Voices
halo-campaign-evolved,Angela Hession,Chief of Staff
halo-campaign-evolved,Angelica Cervantes,Quality Analysts
halo-campaign-evolved,Angelina Mitchell,Special Thanks
halo-campaign-evolved,Angelo Alcid,Studio Legal Counsel
halo-campaign-evolved,Anis Refoufi,Special Thanks
halo-campaign-evolved,Anna Dyrek,Polish Translators
halo-campaign-evolved,Anna Waismeyer,Senior Product Manager
halo-campaign-evolved,Anne Westphal,German Language Coordinators
halo-campaign-evolved,Anrich Wolmarans,VFX Artists
halo-campaign-evolved,Ansgar Hastenpflug,German Translators
halo-campaign-evolved,Antar Faysal,Audio Asset Managers
halo-campaign-evolved,Antek Strzalkowski,Special Thanks
halo-campaign-evolved,Anthony Mejias,Competitive Insights Team Members I
halo-campaign-evolved,Antoine Clément,Global Language Leads
halo-campaign-evolved,Antoine Gaudin,French Translators
halo-campaign-evolved,Anton Holovchenko,Lighting Artists
halo-campaign-evolved,Anton Li,Head of UX/UI
halo-campaign-evolved,Antonio Bobbit,Special Thanks
halo-campaign-evolved,Antonio Domínguez Alvez,Additional Localized Voices
halo-campaign-evolved,Antuan Muradian,"GM, XGS Business & Growth"
halo-campaign-evolved,Arkadiusz Grzesiński,Accessibility Software Test Engineer
halo-campaign-evolved,Arlen Szabó,Cinematic TD
halo-campaign-evolved,Armen Taylor,Elite 2
halo-campaign-evolved,Arturo Pérez,Sentinels
halo-campaign-evolved,Asha Sharma,EVP & CEO of Microsoft Gaming
halo-campaign-evolved,Ashley Blanchard,Special Thanks
halo-campaign-evolved,Ashley Genato,Test Associates
halo-campaign-evolved,Ashton Jenson,UI Technical Artists
halo-campaign-evolved,Asier Ayape Oria,Additional Localized Voices
halo-campaign-evolved,Astrid Du,Simplified Chinese Translators
halo-campaign-evolved,Atsuki Tani,Additional Localized Voices
halo-campaign-evolved,Attila Chovanetz,UE FX Artists
halo-campaign-evolved,Attila Csepy,Previz Artists
halo-campaign-evolved,Attila Fekete,Motion Graphics Artist
halo-campaign-evolved,Attila Juhasz,Test Associates
halo-campaign-evolved,Attila Szenes,VP of Operation
halo-campaign-evolved,Attila Szigeti,Producers
halo-campaign-evolved,Atzin Millan,Safety Agents
halo-campaign-evolved,Aubra Moore,Senior Infrastructure Engineering Manager
halo-campaign-evolved,Audrey Oblin,French Reviewers
halo-campaign-evolved,Audrey Zamora,Test Associates
halo-campaign-evolved,Aurora Sciarrone,Italian Translators
halo-campaign-evolved,Austin Hutchins,User Research Lab Engineer
halo-campaign-evolved,Austin Legg,Senior UX/UI Designers
halo-campaign-evolved,Austin Montgomery,Environment Artists
halo-campaign-evolved,Avril Martinez,Technical Sound Designers
halo-campaign-evolved,Axel Lopez,Software Engineer
halo-campaign-evolved,Azgard Contreras Estrada,Mexican Spanish Reviewers
halo-campaign-evolved,Azucena Valadez,Artistic Directors
halo-campaign-evolved,Bai Yunchuan,Environment Artists
halo-campaign-evolved,Balázs Kerek,CG Supervisors
halo-campaign-evolved,Balázs Szakonyi,Project Managers
halo-campaign-evolved,Balázs Varga,Anim Supervisors
halo-campaign-evolved,Barbara Dombi,Animators
halo-campaign-evolved,Bashkim Leka,Global Account Director
halo-campaign-evolved,Becka McIntosh,Special Thanks
halo-campaign-evolved,Becky Allen,Audio Director
halo-campaign-evolved,Beka Tok,Special Thanks
halo-campaign-evolved,Ben Adams,Studio Director
halo-campaign-evolved,Ben Cooper,Senior Communications Managers
halo-campaign-evolved,Ben Crossbones,Senior Sound Designer
halo-campaign-evolved,Ben Farley,Special Thanks
halo-campaign-evolved,Ben Frazier,Senior Character Artists
halo-campaign-evolved,Ben Steinhoff,Artistic Directors
halo-campaign-evolved,Ben Wallace,Additional Programmers
halo-campaign-evolved,Bence Babos,Lead Rigging TD
halo-campaign-evolved,Bence Mészáros,Rigging TD
halo-campaign-evolved,Benjamin Mauro,Special Thanks
halo-campaign-evolved,Bereket Kifle,Software Engineer
halo-campaign-evolved,Bernard Wiseman,Simplified Chinese Translators
halo-campaign-evolved,Bernardo Amezcua,Mexican Spanish Language Coordinator
halo-campaign-evolved,Bernhard Trecksel,German Translators
halo-campaign-evolved,Bernie Freidin,Programmers
halo-campaign-evolved,Bill Fowler,Principal Software Eng Lead
halo-campaign-evolved,Binyam Haile,Special Thanks
halo-campaign-evolved,Blain Kramer,Sound Supervisors
halo-campaign-evolved,Blake Hodges,Technical Designers
halo-campaign-evolved,Bo Lu,Environment Artists
halo-campaign-evolved,Bob Settles,Draft Dodgers
halo-campaign-evolved,Boris Usanovic,Special Thanks
halo-campaign-evolved,Botond Csizmadia,Production Sound Mixer
halo-campaign-evolved,Bowen Liu,Test Associates
halo-campaign-evolved,Bowen Wang,Environment Artists
halo-campaign-evolved,Brad Shortt,Senior Character Artists
halo-campaign-evolved,Brad Stokan,Special Thanks
halo-campaign-evolved,Braden League,Senior Technical UI Artist
halo-campaign-evolved,Bradley Davi,Special Thanks
halo-campaign-evolved,Bradley Rossetti,Principal XR Program Manager Lead
halo-campaign-evolved,Brady Parmer,Content Writer
halo-campaign-evolved,Brandon McCurry,Special Thanks
halo-campaign-evolved,Brandon Pogrob,Design Manager
halo-campaign-evolved,Brandon Roos,Dialogue Editors
halo-campaign-evolved,Brannon Boren,Additional Writing
halo-campaign-evolved,Brant Wagner,Test Associates
halo-campaign-evolved,Brendan Hansen,Site Reliability Engineers
halo-campaign-evolved,Brendan Muir,Producer
halo-campaign-evolved,Brendan Sheedy,Technical Director
halo-campaign-evolved,Brett Peck,Senior Data & Applied Scientist
halo-campaign-evolved,Brian Canning,Senior Program Director
halo-campaign-evolved,Brian DiDomenico,Technical Sound Designers
halo-campaign-evolved,Brian Dunn,Senior Quality Leads
halo-campaign-evolved,Brian Hein,Special Thanks
halo-campaign-evolved,Brian Hughes,Senior Quality Engineer
halo-campaign-evolved,Brian Jarrard,Community Director
halo-campaign-evolved,Brian Jodoin,Competitive Insights Team Members II
halo-campaign-evolved,Brian Lawrence,Kforce Inc
halo-campaign-evolved,Brian Morden,Additional Voices | Special Thanks
halo-campaign-evolved,Brian Shultz,Additional Art
halo-campaign-evolved,Brian Walker,Principal XR Ops PM Lead
halo-campaign-evolved,Brice Legrand,Project Management Team Lead
halo-campaign-evolved,Brittany Drew,Lighting Artists
halo-campaign-evolved,Brittany Johnson,Technical Sound Designer
halo-campaign-evolved,Brooke Allison,Director of Global Business Development
halo-campaign-evolved,Bruno Páez,Project Managers
halo-campaign-evolved,Bryan Alcarde,Associate Art Director
halo-campaign-evolved,Bryan Bishop,Lead Technical Artist
halo-campaign-evolved,Bryan Daize,Asset Technician
halo-campaign-evolved,Bryan Repka,Art Directors
halo-campaign-evolved,Bui Huu Hiep,Level Artists
halo-campaign-evolved,Bui Thi Hong Hanh,Level Artists
halo-campaign-evolved,Byungyun Choi,Korean Tester
halo-campaign-evolved,Bálint Keresztes,Cinematic TD
halo-campaign-evolved,CJ Ramos,UI Artists
halo-campaign-evolved,Cai Tianhua,Environment Artists
halo-campaign-evolved,Cai Yifan,Concept Artists
halo-campaign-evolved,Cai Zhen,Art Directors
halo-campaign-evolved,Caleb Lawrence,Software Engineer
halo-campaign-evolved,Calvin Hughes,Technical Testers
halo-campaign-evolved,Calvin Wu,Traditional Chinese Translators
halo-campaign-evolved,Cameron Anicich,Producers
halo-campaign-evolved,Cameron Bennett,Research Analysts
halo-campaign-evolved,Camille Thomas,General Manager
halo-campaign-evolved,Cao Chen,Environment Artists
halo-campaign-evolved,Cao Zewen,Concept Artists
halo-campaign-evolved,Cao Zhen,Additional Localized Voices
halo-campaign-evolved,Carina Martín Bonilla,Spanish Tester
halo-campaign-evolved,Carlo Alberto Cravino,Additional Localized Voices
halo-campaign-evolved,Carlos Henrique Ribeiro Gonçalves,Portuguese (Brazil) Tester
halo-campaign-evolved,Carol Roscue,Civilian Female 1 (Crewman 4)
halo-campaign-evolved,Caroline Agudo,French Linguistic Coordinator
halo-campaign-evolved,Casey Marissa Wu,Principal Producers
halo-campaign-evolved,Catherine Litvaitis,Support Project Coordinator
halo-campaign-evolved,Cecília Pinho,Brazilian Portuguese Reviewers
halo-campaign-evolved,Celeste Anderson,Sentinels
halo-campaign-evolved,Cesar Gonzalez,Senior Technical Designer
halo-campaign-evolved,Cesar Marenco,Senior Dialogue Editor
halo-campaign-evolved,Cesar S. Paulicchi,Brazilian Portuguese Language Coordinators
halo-campaign-evolved,Chanee' Goude,"Manager, Consumer Products & Licensing"
halo-campaign-evolved,Chang Chih-chao,Additional Localized Voices
halo-campaign-evolved,Chantal Blokker,Special Thanks
halo-campaign-evolved,Charles Gough,Programmers
halo-campaign-evolved,Charles Leasure,Senior Software Engineer Lead
halo-campaign-evolved,Charles Somerville,XGS Special Thanks
halo-campaign-evolved,Chase Lister,Test Associates
halo-campaign-evolved,Chase Patton,Producers
halo-campaign-evolved,Chau Juinn Chong,UE FX Artists
halo-campaign-evolved,Chau Quan Dieu,Technical Support
halo-campaign-evolved,Chee Kin Chan,"Director of Art, China"
halo-campaign-evolved,Chelsea Velazquez,Senior Hard Surface Artist
halo-campaign-evolved,Chelsi Hohnbaum,Senior Solutions Architect
halo-campaign-evolved,Chen Chi,Concept Artists
halo-campaign-evolved,Chen Fengzhao,Character Artists
halo-campaign-evolved,Chen Huailei,Environment Artists
halo-campaign-evolved,Chen Huapeng,Producers
halo-campaign-evolved,Chen Kuan,Team Leaders
halo-campaign-evolved,Chen Peng,Environment Artists
halo-campaign-evolved,Chen Siyue,Environment Artists
halo-campaign-evolved,Chen Xingxing,Environment Artists
halo-campaign-evolved,Chen Yang,Environment Artists
halo-campaign-evolved,Chen Yaobang,Environment Artists
halo-campaign-evolved,Chen Yu Chen,Artistic Directors
halo-campaign-evolved,Cheng Peng,Environment Artists
halo-campaign-evolved,Cheng Zhi Chao,Additional Localized Voices
halo-campaign-evolved,Cheng-Sheng Yu,Additional Localized Voices
halo-campaign-evolved,Chenlu Zhu,Senior Research Analysts
halo-campaign-evolved,Chi Huynh Kim,Level Artists
halo-campaign-evolved,Chi Ichikawa,Japanese Translator
halo-campaign-evolved,Chiara Francese,Additional Localized Voices
halo-campaign-evolved,Chiara Galanella,Russian Language Coordinators
halo-campaign-evolved,Chiara Galanello,Italian Language Coordinators | Spanish Language Coordinators
halo-campaign-evolved,Chiara Leoncini,Additional Localized Voices
halo-campaign-evolved,Ching-Fu Meng,Additional Localized Voices
halo-campaign-evolved,Chiu Pei Yu,Additional Localized Voices
halo-campaign-evolved,Chiyo Lai,Principal Environment Artists
halo-campaign-evolved,Chloé Levêque,Localization Project Manager
halo-campaign-evolved,Chris Brockett,Lead Level Designers
halo-campaign-evolved,Chris Butcher,Programmers
halo-campaign-evolved,Chris Carney,Multiplayer Artists
halo-campaign-evolved,Chris Case,Producers
halo-campaign-evolved,Chris Chamberlain,Testers
halo-campaign-evolved,Chris Cocks,Special Thanks
halo-campaign-evolved,Chris Covent,Sentinels
halo-campaign-evolved,Chris Donsante,Senior Software Engineers
halo-campaign-evolved,Chris Herrman,Director of Data Engineering & Science
halo-campaign-evolved,Chris Hughes,Artists
halo-campaign-evolved,Chris Kennedy,Scrum Masters | User Research Coordinators
halo-campaign-evolved,Chris LaMarco,User Research Coordinators
halo-campaign-evolved,Chris Le,Special Thanks
halo-campaign-evolved,Chris LeFeaver,Senior Xbox Researcher | XGS Special Thanks
halo-campaign-evolved,Chris Matthews,Studio Art Director
halo-campaign-evolved,Chris Wicklund,PFC Fitzgerald | Pvt. Jenkins
halo-campaign-evolved,Chris Y. J. Lee,Artists
halo-campaign-evolved,Christian Eyssautier,Chief Information Officer
halo-campaign-evolved,Christian Hesse,Sound Engineers
halo-campaign-evolved,Christian Rudolf,Additional Localized Voices
halo-campaign-evolved,Christian Senger,Additional Localized Voices
halo-campaign-evolved,Christian Wolfe,Scrum Masters
halo-campaign-evolved,Christiane Harris,User Research Specialists
halo-campaign-evolved,Christina Gan,Software Engineers
halo-campaign-evolved,Christina Parker,Senior Insights Program Manager
halo-campaign-evolved,Christine Kutschera,Additional Localized Voices
halo-campaign-evolved,Christopher Barrett,Artists
halo-campaign-evolved,Christopher Carney,Classic Trooper 1
halo-campaign-evolved,Christopher Cheron,Production Director
halo-campaign-evolved,Christopher Davies,Special Thanks
halo-campaign-evolved,Christopher Gaffney,Special Thanks
halo-campaign-evolved,Christopher Hopkins,Lead Producer & Casting
halo-campaign-evolved,Christopher Phyffer,Special Thanks
halo-campaign-evolved,Christopher Wallis,Principal Rendering Engineer
halo-campaign-evolved,Christopher West,Narrative Cinematic Artist
halo-campaign-evolved,Christopher de Lis,Assistant Recording Engineers
halo-campaign-evolved,Chu Yen Ping,Quality Analysts
halo-campaign-evolved,Chuck Cooper,Testers
halo-campaign-evolved,Cierra McDonald,Principal Producers
halo-campaign-evolved,Cindy Arasim,Business Program Manager
halo-campaign-evolved,Cindy Lee,Digital Games Sales Specialist
halo-campaign-evolved,Cinthia Horváth,Animators
halo-campaign-evolved,Clark Ly,Senior Release Manager Leads
halo-campaign-evolved,Claude Errera,Special Thanks
halo-campaign-evolved,Claude Marais,Principal Software Engineering Leads
halo-campaign-evolved,Claudia Ortega,Cinematic TD
halo-campaign-evolved,Clay Reel,Sentinels
halo-campaign-evolved,Clete LoRusso,Playtest Program Manager
halo-campaign-evolved,Coby Bell,Marine Trooper Sergeant
halo-campaign-evolved,Cody Felts,Producers
halo-campaign-evolved,Cole Dreyer,Sentinels
halo-campaign-evolved,Cole Hagedorn,Senior Account Manager
halo-campaign-evolved,Colin Brown,Senior Gameplay Animators
halo-campaign-evolved,Colin Cove,Senior Engineers
halo-campaign-evolved,Colin Penty,Studio Technical Art Director
halo-campaign-evolved,Colton King,Sentinels
halo-campaign-evolved,Conan Zhang,Senior Software Engineers
halo-campaign-evolved,Cong An Khang,VFX Artists
halo-campaign-evolved,Connor Gauthier,Test Associates
halo-campaign-evolved,Connor Kennelly,Senior Level Designers
halo-campaign-evolved,Connor McNulty,UI Technical Artists
halo-campaign-evolved,Connor Willis,Test Associates
halo-campaign-evolved,Conor Makowski,Support & Safety Program Managers
halo-campaign-evolved,Conrad Buranicz,Senior Graphics Technical Artist
halo-campaign-evolved,Conrad Hughes,Principal VFX Artist
halo-campaign-evolved,Constantin Tannhaeuser,Sound Engineers
halo-campaign-evolved,Cornélia Laros,User Research Specialists
halo-campaign-evolved,Corrinne Robinson,Franchise Development Director
halo-campaign-evolved,Cory Swanson,Software Engineers
halo-campaign-evolved,Courtenay Kellen Taylor,Female Marine Trooper 1
halo-campaign-evolved,Courtland Bugg,Operations Managers
halo-campaign-evolved,Courtney Moody,Test Associates
halo-campaign-evolved,Craig Duncan,Head of XGS
halo-campaign-evolved,Craig Marshall,Senior Business Manager
halo-campaign-evolved,Craig McMorland,Sentinels
halo-campaign-evolved,Craig Mullins,Matte and Concept Artist
halo-campaign-evolved,Cristina Carvalho,Senior Marcom Managers
halo-campaign-evolved,Crystal Bulda,Senior Security Engineering Lead
halo-campaign-evolved,Csaba Kővári,Mocap Department Lead
halo-campaign-evolved,Cu Van Thanh,Level Artists
halo-campaign-evolved,Cuiyuan Han,Senior Research Analysts
halo-campaign-evolved,Curtis Creamer,Test Leads
halo-campaign-evolved,Curtis Vasquez,IT Support
halo-campaign-evolved,Cynthia Medina,Special Thanks
halo-campaign-evolved,Cédric Tannay,French Reviewers
halo-campaign-evolved,César Alfredo Díaz Capilla,Additional Localized Voices
halo-campaign-evolved,César Martín,Additional Localized Voices
halo-campaign-evolved,Dai Cheng,Environment Artists
halo-campaign-evolved,Dai Jiajun,Environment Artists
halo-campaign-evolved,Dai Le,Environment Artists
halo-campaign-evolved,Dai Rong,Environment Artists
halo-campaign-evolved,Dale Curtis,Dialogue Editors
halo-campaign-evolved,Dallas Holmstead,Hardware Coordinator
halo-campaign-evolved,Damian Domach,Test Director
halo-campaign-evolved,Damian Zerr,Production Director
halo-campaign-evolved,Damon Conn,Executive Producer
halo-campaign-evolved,Dan Duncalf,Special Thanks
halo-campaign-evolved,Dan Gniady,Lead Game Designer
halo-campaign-evolved,Dan Phillips,Principal Systems Engineer
halo-campaign-evolved,Dan Sarkar,Senior Hard Surface Artists
halo-campaign-evolved,Dan White,Special Thanks
halo-campaign-evolved,Dana Jerpbak,Lead Software Engineer
halo-campaign-evolved,Dane Sherman,Senior Software Engineers
halo-campaign-evolved,Dang Dinh Huong Giang,Concept Artists
halo-campaign-evolved,Dani Turner,Dialogue Editors
halo-campaign-evolved,Daniel Henley,Lead FX Artist
halo-campaign-evolved,Daniel Mattioli,Quality Analysts
halo-campaign-evolved,Daniel Orzulak,Designers
halo-campaign-evolved,Daniel Perry,Senior Gaming Research Manager
halo-campaign-evolved,Daniel Potter,Software Engineers
halo-campaign-evolved,Daniel Price,Digital Engineering & Operations Director
halo-campaign-evolved,Daniel Rodriguez Reyes,Quality Analysts
halo-campaign-evolved,Daniel Strimel,Lab Technician
halo-campaign-evolved,Daniel V. Gunn,XGS Special Thanks
halo-campaign-evolved,Daniel Wenograd,Lighting Artists
halo-campaign-evolved,Daniela Camacho,Booking Coordinator
halo-campaign-evolved,Daniela Menenti,Legal Advisors
halo-campaign-evolved,Daniela Rigon,Brazilian Portuguese Language Coordinators
halo-campaign-evolved,Danielle Partis,"Editor, Xbox Wire"
halo-campaign-evolved,Daniil Yegorov,Technical Artists
halo-campaign-evolved,Danna Mah,User Research Coordinators
halo-campaign-evolved,Danny Nijssen,Sr. Account Development Manager
halo-campaign-evolved,Dante Carrasco,"Director, Business Management"
halo-campaign-evolved,Dariusz Anuszewski,Associate Accessibility Test Associates
halo-campaign-evolved,Darren Beskin,Special Thanks
halo-campaign-evolved,Darren Little,Senior Architect
halo-campaign-evolved,David Candland,User Interface Designer
halo-campaign-evolved,David Dunn,Crewman #2 | Artists
halo-campaign-evolved,David García,Additional Localized Voices
halo-campaign-evolved,David Heidhoff,Special Thanks
halo-campaign-evolved,David Hoang,Special Thanks
halo-campaign-evolved,David Negrabee,Senior System Engineer
halo-campaign-evolved,David Philipp,"Studio Head, UK"
halo-campaign-evolved,David R. Nazario,Senior Sound Designer
halo-campaign-evolved,David Scully,Sergeant Avery J. Johnson
halo-campaign-evolved,David Sohn,Senior Software Engineers
halo-campaign-evolved,David Watkins,Special Thanks
halo-campaign-evolved,David Wilbur,Test Manager
halo-campaign-evolved,Davide Maugeri,Animators
halo-campaign-evolved,Davide Quartini,Additional Localized Voices
halo-campaign-evolved,Dayna Smith,Aquent LLC
halo-campaign-evolved,Delia Diaz,User Research Associates
halo-campaign-evolved,Deng Haodong,Environment Artists
halo-campaign-evolved,Deng Hoodong,Technical Artists
halo-campaign-evolved,Deng Weihao,Environment Artists
halo-campaign-evolved,Deng Xian,Environment Artists
halo-campaign-evolved,Deng Yafang,Art QC
halo-campaign-evolved,Denise Ono,Technical Release Manager
halo-campaign-evolved,Derek Jensen,Sentinels
halo-campaign-evolved,Derek MacNeil,Studio Managers
halo-campaign-evolved,Derrick Moore,Multiplayer Artists
halo-campaign-evolved,Devin Gilbert,Sentinels
halo-campaign-evolved,Diaferia Pasquale,Animators
halo-campaign-evolved,Diar Pepiqui,Animators
halo-campaign-evolved,Diego Gomez,Special Thanks
halo-campaign-evolved,Diep Hieu Nghĩa,Concept Artists
halo-campaign-evolved,Dimitri Martinez-Molzen,Test Associates
halo-campaign-evolved,Dinh Le Quoc Viet,Technical Artists
halo-campaign-evolved,Diviyan Matheendran,Lead Esports Producer
halo-campaign-evolved,Dmitriy Nastasiy,Producer
halo-campaign-evolved,Do Hoai Lam,Level Artists
halo-campaign-evolved,Do Minh Quan,Level Artists
halo-campaign-evolved,Do Minh Tam,Senior Art Producer
halo-campaign-evolved,Do Phung Nhan Ban,Technical Artists
halo-campaign-evolved,Do Thach Quyet,Level Artists
halo-campaign-evolved,Doan Ha Kim Anh,Character Artists
halo-campaign-evolved,Doan Phi Long,VFX Artists
halo-campaign-evolved,Doan Van Nguyen,Level Artists
halo-campaign-evolved,Dominic Shaw,Level Team Leads
halo-campaign-evolved,Dominika Farkas,Lawyers
halo-campaign-evolved,Dong Wang,Environment Artists
halo-campaign-evolved,Dong-Hyun Hwang,Additional Localized Voices
halo-campaign-evolved,Donnie Taylor,Art Directors
halo-campaign-evolved,Dorottya Kovács,Animation TD
halo-campaign-evolved,Drew Benz,Senior Producers
halo-campaign-evolved,Drew Thomas,Quality Engineers
halo-campaign-evolved,Drew Woodruff,Sentinels
halo-campaign-evolved,Du Bin,Environment Artists
halo-campaign-evolved,Du Jiang,Environment Artists
halo-campaign-evolved,Du Ruiyan,Environment Artists
halo-campaign-evolved,Duan Xin,Environment Artists
halo-campaign-evolved,Duan Yang,IT Specialists
halo-campaign-evolved,Duncan Gillies,Dialogue Editors
halo-campaign-evolved,Duncan Shaffer,Franchise Artist
halo-campaign-evolved,Duong Huy Thanh Phong,VFX Artists
halo-campaign-evolved,Duong Minh Khanh,Level Artists
halo-campaign-evolved,Duong Nha Van,Project Manager
halo-campaign-evolved,Duong Thi My Trang,Level Artists
halo-campaign-evolved,Duong Xuan Duc,VFX Team Lead
halo-campaign-evolved,Dustin Assmuteit,Sound Engineers
halo-campaign-evolved,Dustin Pettigrew,Sentinels
halo-campaign-evolved,Dustin Randall,Principal Software Engineer
halo-campaign-evolved,Dustin Ward,Senior Site Reliability Engineers
halo-campaign-evolved,Dylan Damitz,Business Development
halo-campaign-evolved,Dániel Keresztes,Animators
halo-campaign-evolved,Dávid Szepesi,Animators
halo-campaign-evolved,Dávid Tallósi,FX Artists
halo-campaign-evolved,Eamon McKenzie,Additional Programmers
halo-campaign-evolved,Ed Fries,Special Thanks
halo-campaign-evolved,Ed Kalletta,"Senior Director, Business Development"
halo-campaign-evolved,Ed Reyes Medina,Senior FX Artists
halo-campaign-evolved,Ed Sutton,Sound Engineer
halo-campaign-evolved,Eda Cruz,Special Thanks
halo-campaign-evolved,Eddie Jackson,Music Mastering Engineer
halo-campaign-evolved,Eddie Lipan,Test Associates
halo-campaign-evolved,Eddie Ramirez,Sr. Operations Manager
halo-campaign-evolved,Eddie Xia,Simplified Chinese Translators
halo-campaign-evolved,Edgar Manuel García Jiménez,Additional Localized Voices
halo-campaign-evolved,Eduardo Chavez,Safety Agents
halo-campaign-evolved,Eduardo Gutiérrez Rojas,Additional Localized Voices
halo-campaign-evolved,Eduardo Partida,Additional Localized Voices
halo-campaign-evolved,Edwin Jactthar,Support Agents
halo-campaign-evolved,Elaine Verhaaf,Special Thanks
halo-campaign-evolved,Elena Cañibano,Spanish Translators
halo-campaign-evolved,Eli X,Sentinels
halo-campaign-evolved,Elijah McNeal,Concept Artist
halo-campaign-evolved,Elijah Tee Xi En,UE FX Artists
halo-campaign-evolved,Elisabeth Whyte,XGS Special Thanks
halo-campaign-evolved,Eliska Mourycova,Special Thanks
halo-campaign-evolved,Elix Ceballos,Asset Coordinators
halo-campaign-evolved,Elizabeth Van Wyck,Chief Operations Officer
