name_raw,name_canonical,category,role_raw,character,studio,inclusion_class,source_ref
Kris Kaufman,,Art,Environment Modeling Leads,,Blur,core,mobygames:tr247
Togrul Alekperov,,Art,Environment Modelers,,Blur,core,mobygames:tr248
Akin Bilgic,,Art,Environment Modelers,,Blur,core,mobygames:tr248
Sébastien Chort,,Art,Environment Modelers,,Blur,core,mobygames:tr248
Marek Denko,,Art,Environment Modelers,,Blur,core,mobygames:tr248
Carlos Fueyo,,Art,Environment Modelers,,Blur,core,mobygames:tr248
Delcio Gomes,,Art,Environment Modelers,,Blur,core,mobygames:tr248
Marcel Haladej,,Art,Environment Modelers,,Blur,core,mobygames:tr248
Mathias Jourdes,,Art,Environment Modelers,,Blur,core,mobygames:tr248
Gavriil Klimov,,Art,Environment Modelers,,Blur,core,mobygames:tr248
Andrew Lema,,Art,Environment Modelers,,Blur,core,mobygames:tr248
Wlad Litchinko,,Art,Environment Modelers,,Blur,core,mobygames:tr248
Jose Manuel Linares Lopez,,Art,Environment Modelers,,Blur,core,mobygames:tr248
Justin Mijal,,Art,Environment Modelers,,Blur,core,mobygames:tr248
Damien Peinoit,,Art,Environment Modelers,,Blur,core,mobygames:tr248
Peter Sanitra,,Art,Environment Modelers,,Blur,core,mobygames:tr248
Rahul Shrimali,,Art,Environment Modelers,,Blur,core,mobygames:tr248
Jared Tripp,,Art,Environment Modelers,,Blur,core,mobygames:tr248
Luke Wakeford,,Art,Environment Modelers,,Blur,core,mobygames:tr248
Chad Wanstreet,,Art,Environment Modelers,,Blur,core,mobygames:tr248
James Atilano,,Other,Visual Development and Scene Assembly Lead,,Blur,core,mobygames:tr250
Gary Christian,,Other,Visual Development and Scene Assembly Lead,,Blur,core,mobygames:tr250
Colin James,,Other,Visual Development and Scene Assembly Lead,,Blur,core,mobygames:tr250
Kris Kaufman,,Other,Visual Development and Scene Assembly Lead,,Blur,core,mobygames:tr250
Matan Abel,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Shirak Agresta,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Omar Aweidah,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Matt Bell,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Akin Bilgic,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Mohsen Bizar,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Kris Cabrera,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Curtis Cardwell,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Zachary Cork,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Marek Denko,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Eric Durante,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Julian Fitzpatrick,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Carlos Fueyo,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Miguel Garcao,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Pooya Ghobadpour,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Andy Gilbert,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Matt Giovingo,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Delcio Gomes,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Gage Hedden,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
John Ikera,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Darryl Johnson,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Michael Johnson,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Mathias Jourdes,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Andrew Lema,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Dan Levy,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
John Martini,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Justin Mijal,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
John Nelson,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
James Park,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Jenny Park,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Nathan Rule,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Peter Sanitra,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Erick Schiele,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Joe Strasser,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Scott Trosclair,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Dirk Valk,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Norbert Varga,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Chad Wanstreet,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Peter Wildman,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
Ihsu Yoon,,Other,Scene Assemblers,,Blur,core,mobygames:tr251
JD Cowles,,Other,Compositor,,Blur,core,mobygames:tr252
Michael Dobbs,,Other,Compositor,,Blur,core,mobygames:tr252
Colin Drobnis,,Other,Compositor,,Blur,core,mobygames:tr252
Jonathan Ficcadenti,,Engineering,UI Design Lead,,Blur,core,mobygames:tr254
Navarro Parker,,Engineering,UI Animators,,Blur,core,mobygames:tr255
Nick Hiatt,,Other,Matte Painting Lead,,Blur,core,mobygames:tr257
Ivo Horvat,,Other,Matte Painter,,Blur,core,mobygames:tr258
Brandon Kachel,,Other,Matte Painter,,Blur,core,mobygames:tr258
David Schwartz,,Other,Matte Painter,,Blur,core,mobygames:tr258
Brian Alvarez,,Art,FX Artists,,Blur,core,mobygames:tr260
Matthew Benson,,Art,FX Artists,,Blur,core,mobygames:tr260
Daniel Chamberlin,,Art,FX Artists,,Blur,core,mobygames:tr260
Joe Coleman,,Art,FX Artists,,Blur,core,mobygames:tr260
Mahmoud Elragheb,,Art,FX Artists,,Blur,core,mobygames:tr260
Rick Fuentealba,,Art,FX Artists,,Blur,core,mobygames:tr260
Seona Hwang,,Art,FX Artists,,Blur,core,mobygames:tr260
Seung Jae Lee,,Art,FX Artists,,Blur,core,mobygames:tr260
Hnedel Maximore,,Art,FX Artists,,Blur,core,mobygames:tr260
Allan McKay,,Art,FX Artists,,Blur,core,mobygames:tr260
Sasmit Ranadive,,Art,FX Artists,,Blur,core,mobygames:tr260
Brandon Riza,,Art,FX Artists,,Blur,core,mobygames:tr260
John Schratz,,Art,FX Artists,,Blur,core,mobygames:tr260
Victor Wei,,Art,FX Artists,,Blur,core,mobygames:tr260
Brandon Young,,Art,FX Artists,,Blur,core,mobygames:tr260
Hayley Perkins,,Production,Production Coordinator – Layout,,Blur,core,mobygames:tr262
David Maldonado,,Art,Production Coordinator – Animation,,Blur,core,mobygames:tr263
Chris McLeod,,Art,Production Coordinator – Animation,,Blur,core,mobygames:tr263
Ian Blough,,Production,Production Coordinator – FX and Scene Assembly,,Blur,core,mobygames:tr264
Janis Robertson,,Production,"Production Coordinator – Assests, Hair/Cloth and Scene Assembly",,Blur,core,mobygames:tr265
Amanda Powell,,Production,Production Assistant,,Blur,core,mobygames:tr266
Cristi Balanescu,,Art,Concept Artists,,Blur,core,mobygames:tr268
Ioan Dumitrescu,,Art,Concept Artists,,Blur,core,mobygames:tr268
Leonid Enin,,Art,Concept Artists,,Blur,core,mobygames:tr268
Nicolas Francoeur,,Art,Concept Artists,,Blur,core,mobygames:tr268
Ville-Valtteri Kinnunen,,Art,Concept Artists,,Blur,core,mobygames:tr268
Bogdan Marica,,Art,Concept Artists,,Blur,core,mobygames:tr268
Vlad Marica,,Art,Concept Artists,,Blur,core,mobygames:tr268
Alex Patrascan,,Art,Concept Artists,,Blur,core,mobygames:tr268
Sean McNally,,Art,Concept Artists,,Blur,core,mobygames:tr268
Dani Oprea,,Art,Concept Artists,,Blur,core,mobygames:tr268
Darren Quach,,Art,Concept Artists,,Blur,core,mobygames:tr268
Joshua James Shaw,,Art,Concept Artists,,Blur,core,mobygames:tr268
Dinu Silviu,,Art,Concept Artists,,Blur,core,mobygames:tr268
Leopard Snow,,Art,Concept Artists,,Blur,core,mobygames:tr268
Chuck Wojtkiewicz,,Art,Concept Artists,,Blur,core,mobygames:tr268
Tom Zhao,,Art,Concept Artists,,Blur,core,mobygames:tr268
Alexander Chávez,,Other,Technician,,Blur,core,mobygames:tr270
Jeremy Donahue,,Engineering,Systems Administrator/Programmer,,Blur,core,mobygames:tr271
Perry Randall,,Engineering,Systems Administrator/Programmer,,Blur,core,mobygames:tr271
Paul Huang,,Other,Systems Administrator,,Blur,core,mobygames:tr272
Matt Newell,,Other,Systems Analyst/DBA,,Blur,core,mobygames:tr273
Stephen Lu,,Engineering,Pipeline TD,,Blur,core,mobygames:tr275
Will Cunningham,,Engineering,Pipeline Intern,,Blur,core,mobygames:tr276
Jennifer Miller,,Studio/Business,Company Operating Officer,,Blur,core,mobygames:tr278
Hamou Nessib,,Studio/Business,Accounting,,Blur,core,mobygames:tr279
Monica Singh-Haley,,Publishing,HR/Recruiting Personnel,,Blur,core,mobygames:tr280
Emily Schweber,,Voice,Additional Casting by,,Blur,core,mobygames:tr282
Beckie King,,Voice,Cortana,,Blur,core,mobygames:tr285
Courtney Munch,,Voice,Commander Miranda Keyes / Prophets,,Blur,core,mobygames:tr286
Damion Poitier,,Voice,Sgt. Maj. Johnson / Arbiter,,Blur,core,mobygames:tr287
Kirk Thornton,,Voice,Admiral Hood,,Blur,core,mobygames:tr288
Dameon J. Clarke,,Voice,Quartermaster,,Blur,core,mobygames:tr289
Matt Nolan,,Voice,In Amber Clad Pilot,,Blur,core,mobygames:tr290
Jim H. Pirri,,Voice,Sgt. Stacker,,Blur,core,mobygames:tr291
Chad Todhunter,,Voice,Marine - Male,,Blur,core,mobygames:tr292
Sara J. Tomko,,Voice,Marine - Female,,Blur,core,mobygames:tr293
Esteban Cueto,,Voice,Actor,,Blur,core,mobygames:tr294
Roberto Gutiérrez,,Voice,Actor,,Blur,core,mobygames:tr294
Aaron Hawley,,Voice,Actor,,Blur,core,mobygames:tr294
Sam Ly,,Voice,Actor,,Blur,core,mobygames:tr294
Stephen Oyoung,,Voice,Actor,,Blur,core,mobygames:tr294
Brianna Romero,,Voice,Actor,,Blur,core,mobygames:tr294
Derron Ross,,Voice,Actor,,Blur,core,mobygames:tr294
Roberto Gutiérrez,,Voice,Stunt Coordinator,,Blur,core,mobygames:tr296
Gui Da Silva,,Voice,Stunt Performer,,Blur,core,mobygames:tr297
Stephen Oyoung,,Voice,Stunt Performer,,Blur,core,mobygames:tr297
Joseph Ross,,Voice,Stung Rigging Coordinator,,Blur,core,mobygames:tr298
Damien Bray,,Voice,Stunt Rigger,,Blur,core,mobygames:tr299
Paul M. Alvarez del Castillo,,Voice,Motion Capture Assistant,,Blur,core,mobygames:tr301
Laura Anderson,,Voice,Motion Capture Assistant,,Blur,core,mobygames:tr301
Jessi Fisher,,Voice,Motion Capture Assistant,,Blur,core,mobygames:tr301
Ryan Girard,,Voice,Motion Capture Assistant,,Blur,core,mobygames:tr301
Joshua Gwenard,,Voice,Motion Capture Assistant,,Blur,core,mobygames:tr301
Marc Morisseau,,Voice,Motion Capture Assistant,,Blur,core,mobygames:tr301
Sean Sterling,,Voice,Motion Capture Assistant,,Blur,core,mobygames:tr301
Vincent Argentine,,Voice,Motion Capture Supervisor,,Blur,core,mobygames:tr304
Jenna Melfi,,Voice,Motion Capture Producer,,Blur,core,mobygames:tr305
Andre Petrossian,,Voice,Motion Capture Artist,,Blur,core,mobygames:tr306
Jason Rush,,Voice,Motion Capture Artist,,Blur,core,mobygames:tr306
Josh Hutchins,,Voice,Motion Capture Artist,,Blur,core,mobygames:tr306
Scott Feigel,,Voice,Motion Capture Artist,,Blur,core,mobygames:tr306
Tiago Washburn,,Voice,Motion Capture Artist,,Blur,core,mobygames:tr306
Mark A. Anderson,,Art,Art Director,,Certain Affinity,core,mobygames:tr311
Michael P. Hadwin,,Art,Lead Environment Artist,,Certain Affinity,core,mobygames:tr318
Raymond Arriaga,,Art,Environment Artist,,Certain Affinity,core,mobygames:tr322
Ognian Bonev,,Art,Environment Artist,,Certain Affinity,core,mobygames:tr322
Matthew Demaray,,Art,Environment Artist,,Certain Affinity,core,mobygames:tr322
JP Eaton,,Art,Environment Artist,,Certain Affinity,core,mobygames:tr322
Maruchy Fernandez,,Art,Environment Artist,,Certain Affinity,core,mobygames:tr322
Leo Gonzalez,,Art,Environment Artist,,Certain Affinity,core,mobygames:tr322
Chip Patterson,,Art,Environment Artist,,Certain Affinity,core,mobygames:tr322
Joshua Powers,,Art,Environment Artist,,Certain Affinity,core,mobygames:tr322
John Stamos,,Art,Environment Artist,,Certain Affinity,core,mobygames:tr322
Wimolrat Tangtiphongkul,,Voice,Environment Artist,,Certain Affinity,core,mobygames:tr322
Justin Walters,,Art,Environment Artist,,Certain Affinity,core,mobygames:tr322
Joshua Wilkinson,,Art,Environment Artist,,Certain Affinity,core,mobygames:tr322
Laura Zimmermann,,Art,Environment Artist,,Certain Affinity,core,mobygames:tr322
Ryan Gitter,,Art,Concept Artist,,Certain Affinity,core,mobygames:tr323
Rolf M. Mohr,,Art,Concept Artist,,Certain Affinity,core,mobygames:tr323
Neil Davis,,Art,Technical Artist,,Certain Affinity,core,mobygames:tr324
Matthew Oztalay,,Art,Technical Artist,,Certain Affinity,core,mobygames:tr324
Rebecca Wallace,,Art,UI Artist,,Certain Affinity,core,mobygames:tr326
Ben Shore,,Art,UI Artist,,Certain Affinity,core,mobygames:tr326
Isaac Oster,,Art,Character Artist,,Certain Affinity,core,mobygames:tr327
Alex Omlansky,,Art,Animator,,Certain Affinity,core,mobygames:tr328
Scott Maclean,,Design,Lead Forge/UI Designer,,Certain Affinity,core,mobygames:tr331
Lincoln Li,,Design,Systems Designer,,Certain Affinity,core,mobygames:tr333
Charlie Wiederhold,,Design,Systems Designer,,Certain Affinity,core,mobygames:tr333
Henry Yu,,Design,Systems Designer,,Certain Affinity,core,mobygames:tr333
Clint Bogue,,Design,Level Designer,,Certain Affinity,core,mobygames:tr334
Scott Lepanen,,Design,Level Designer,,Certain Affinity,core,mobygames:tr334
Maggie Duvall,,Design,UX Designer,,Certain Affinity,core,mobygames:tr335
Ron LaJoie,,Production,Producer,,Certain Affinity,core,mobygames:tr340
Robert Arlauskas,,Audio,Sound & Implementation,,Certain Affinity,core,mobygames:tr342
James Barker,,Voice,Sound & Implementation,,Certain Affinity,core,mobygames:tr342
Garrett Breaux,,QA,QA Tester,,Certain Affinity,core,mobygames:tr344
Ken Fisher,,QA,QA Tester,,Certain Affinity,core,mobygames:tr344
Dane Johnson,,QA,QA Tester,,Certain Affinity,core,mobygames:tr344
Hunter Kent,,QA,QA Tester,,Certain Affinity,core,mobygames:tr344
Scott McCrea,,QA,QA Tester,,Certain Affinity,core,mobygames:tr344
Matthew McCready,,QA,QA Tester,,Certain Affinity,core,mobygames:tr344
Nate Terhune,,QA,QA Tester,,Certain Affinity,core,mobygames:tr344
Mark A. Anderson,,Art,Art Director,,Certain Affinity,core,mobygames:tr349
Carla Hamilton,,Other,Project Manager,,Certain Affinity,core,mobygames:tr356
Jennipher Judge,,Publishing,HR Business Partner,,Certain Affinity,core,mobygames:tr357
Sisi Castro-Kruel,,Other,Accounting Clerk,,Certain Affinity,core,mobygames:tr358
Erin Maiorino,,Studio/Business,Community Manager,,Certain Affinity,core,mobygames:tr359
Bill Mauer,,Engineering,Programmer,,Certain Affinity,core,mobygames:tr360
Matt Mills,,Other,IT Sys Admin/Web Dev,,Certain Affinity,core,mobygames:tr362
Fiona Cherbak,,Other,Talent Acquisition,,Certain Affinity,core,mobygames:tr365
Christopher S. Brooks,,Other,Additional Development,,Certain Affinity,core,mobygames:tr367
Neill Glancy,,Other,Additional Development,,Certain Affinity,core,mobygames:tr367
Stephen Palmer,,Other,Additional Development,,Certain Affinity,core,mobygames:tr367
Todd Moulton,,Other,Additional Development,,Certain Affinity,core,mobygames:tr367
John McMahon,,Special Thanks,Thanks,,Certain Affinity,special-thanks,mobygames:tr369
Annette Mercado,,Special Thanks,Thanks,,Certain Affinity,special-thanks,mobygames:tr369
Mark Meza,,Special Thanks,Thanks,,Certain Affinity,special-thanks,mobygames:tr369
Brian Reilly,,Special Thanks,Thanks,,Certain Affinity,special-thanks,mobygames:tr369
Liudmila Shatalova,,Production,Associate Producers,,Saber Interactive,core,mobygames:tr375
Ilya Kormin,,Engineering,Game Integration Senior Programmers,,Saber Interactive,core,mobygames:tr381
Alexey Shutov,,Engineering,Game Integration Senior Programmers,,Saber Interactive,core,mobygames:tr381
Artem Voznyuk,,Engineering,Game Integration Programmer,,Saber Interactive,core,mobygames:tr383
Evgeny Cimbalyuk,,Engineering,Engine Lead,,Saber Interactive,core,mobygames:tr384
Anton Vasilev,,Engineering,Senior Engine Programmers,,Saber Interactive,core,mobygames:tr386
Viktor Isaev,,Engineering,Senior Engine Programmers,,Saber Interactive,core,mobygames:tr386
Pavel Dmitrievskiy,,Engineering,Engine Programmers,,Saber Interactive,core,mobygames:tr387
Kirill Korepanov,,Engineering,Engine Programmers,,Saber Interactive,core,mobygames:tr387
Ilya Belyy,,Engineering,Engine Programmers,,Saber Interactive,core,mobygames:tr387
Evgeniy Kozlov,,Engineering,Engine Programmers,,Saber Interactive,core,mobygames:tr387
Evgeniy Pichugin,,Engineering,Engine Programmers,,Saber Interactive,core,mobygames:tr387
Yaroslav Cherniy,,Engineering,Engine Programmers,,Saber Interactive,core,mobygames:tr387
Paul Smirnov,,Engineering,Senior Rendering Programmers,,Saber Interactive,core,mobygames:tr389
Vadim Benkevich,,Engineering,Rendering Programmers,,Saber Interactive,core,mobygames:tr390
Nikolay Petrov,,Engineering,Rendering Programmers,,Saber Interactive,core,mobygames:tr390
Anton Vasilev,,Engineering,Rendering Programmers,,Saber Interactive,core,mobygames:tr390
Georgiy Juravlev,,Engineering,Network Programmer,,Saber Interactive,core,mobygames:tr391
Roman Zhigunov,,Engineering,Tools Programmers,,Saber Interactive,core,mobygames:tr394
Dmitriy Vasilev,,Engineering,Tools Programmers,,Saber Interactive,core,mobygames:tr394
Oleg Baluk,,Engineering,Build Programmer,,Saber Interactive,core,mobygames:tr395
Dmitry Kholodov,,Art,Art Director,,Saber Interactive,core,mobygames:tr397
Dmitriy Volkov,,Art,Characters Modelling Supervisors,,Saber Interactive,core,mobygames:tr398
Vyacheslav Solovov,,Art,Head of Concept Art Department,,Saber Interactive,core,mobygames:tr399
Nikolay Eliseev,,Art,Concept Artists,,Saber Interactive,core,mobygames:tr401
Daniil Kuksov,,Art,Concept Artists,,Saber Interactive,core,mobygames:tr401
Dmitriy Maiorov,,Art,Concept Artists,,Saber Interactive,core,mobygames:tr401
Julia Misul,,Art,Concept Artists,,Saber Interactive,core,mobygames:tr401
Sergey Borisenko,,Art,Junior Concept Artists,,Saber Interactive,core,mobygames:tr402
Dmitriy Kononovich,,Art,Junior Concept Artists,,Saber Interactive,core,mobygames:tr402
Fedor Guilmoutdinov,,Art,Senior Level Modelers,,Saber Interactive,core,mobygames:tr404
Yuriy Chernysh,,Art,Senior Level Modelers,,Saber Interactive,core,mobygames:tr404
Vladimir Tretyakov,,Art,Senior Level Modelers,,Saber Interactive,core,mobygames:tr404
Vyacheslav Dementjev,,Art,Senior Level Modelers,,Saber Interactive,core,mobygames:tr404
Michael Davydenko,,Art,Senior Level Modelers,,Saber Interactive,core,mobygames:tr404
Artem Smirnov,,Art,Senior Level Modelers,,Saber Interactive,core,mobygames:tr404
Maxim Alekseev,,Art,Senior Level Modeller / Asset Designer,,Saber Interactive,core,mobygames:tr405
Dmitriy Lvov,,Art,Level Modelers,,Saber Interactive,core,mobygames:tr406
Sergey Aleksandrov,,Art,Level Modelers,,Saber Interactive,core,mobygames:tr406
Olga Dvurechenskaya,,Art,Level Modelers,,Saber Interactive,core,mobygames:tr406
Igor Kochnev,,Art,Junior Level Modelers,,Saber Interactive,core,mobygames:tr407
Igor Kondratenko,,Art,Junior Level Modelers,,Saber Interactive,core,mobygames:tr407
Maxim Antropov,,Art,Junior Level Modelers,,Saber Interactive,core,mobygames:tr407
Evgeny Davidenko,,Art,Technical Art Director,,Saber Interactive,core,mobygames:tr409
Kirill Arefev,,Art,Senior Technical Artist,,Saber Interactive,core,mobygames:tr411
Georgiy Kolokolcev,,Art,Technical Artists,,Saber Interactive,core,mobygames:tr412
Alexander Artemenko,,Art,Technical Artists,,Saber Interactive,core,mobygames:tr412
Chernyaev Evgeniy,,Art,Technical Artists,,Saber Interactive,core,mobygames:tr412
Evgeniy Shipilo,,Engineering,Junior Game Integration Programmer,,Saber Interactive,core,mobygames:tr415
Alexander Myala,,Art,Lead Animator,,Saber Interactive,core,mobygames:tr416
Mikhail Titorenko,,Art,Animators,,Saber Interactive,core,mobygames:tr417
Alexander Kuznetsov,,Art,Senior Texture Artists,,Saber Interactive,core,mobygames:tr422
Georgii Paute,,Art,Senior Texture Artists,,Saber Interactive,core,mobygames:tr422
Aleksandr Davyidov,,Art,Texture Artists,,Saber Interactive,core,mobygames:tr423
Ilya Kuzmichev,,Art,Texture Artists,,Saber Interactive,core,mobygames:tr423
Alexey Konnov,,Art,Texture Artists,,Saber Interactive,core,mobygames:tr423
Vadim Spiridonov,,Art,Texture Artists,,Saber Interactive,core,mobygames:tr423
Denis Udalov,,Art,Texture Artists,,Saber Interactive,core,mobygames:tr423
Evgeniya Drozdova,,Art,Texture Artists,,Saber Interactive,core,mobygames:tr423
Konstantin Chulanov,,Art,Texture Artists,,Saber Interactive,core,mobygames:tr423
Dmitry Jempala,,Art,Senior Lighting Artists,,Saber Interactive,core,mobygames:tr426
Dmitriy Pisminsky,,Art,Senior Lighting Artists,,Saber Interactive,core,mobygames:tr426
Alexey Kovalev,,Art,Junior Lighting Artist,,Saber Interactive,core,mobygames:tr427
Sergei Boginsky,,Art,Outsource Manager,,Saber Interactive,core,mobygames:tr429
Dmitry Butenko,,Art,Assets Modelers,,Saber Interactive,core,mobygames:tr433
Yury Rumak,,Art,Assets Modelers,,Saber Interactive,core,mobygames:tr433
Vyacheslav Gedich,,Art,Assets Modelers,,Saber Interactive,core,mobygames:tr433
Sergey Gritsay,,Art,Assets Modelers,,Saber Interactive,core,mobygames:tr433
Nikolay Demencevich,,Art,Assets Modelers,,Saber Interactive,core,mobygames:tr433
Vladislav Costin,,Art,Assets Modelers,,Saber Interactive,core,mobygames:tr433
Leonid Kuzyakin,,Art,Assets Modelers,,Saber Interactive,core,mobygames:tr433
Piotr Nasirau,,Art,Assets Modelers,,Saber Interactive,core,mobygames:tr433
Alexey Murzak,,Art,Assets Modelers,,Saber Interactive,core,mobygames:tr433
Artem Kudriashov,,Art,Assets Modelers,,Saber Interactive,core,mobygames:tr433
Andrey Chuloshnikov,,Art,Character Modeler,,Saber Interactive,core,mobygames:tr434
Timur Barblishvili,,QA,QA Experts,,Saber Interactive,core,mobygames:tr438
Denis Kurashev,,QA,QA Experts,,Saber Interactive,core,mobygames:tr438
Daria Kasimanova,,QA,QA Experts,,Saber Interactive,core,mobygames:tr438
Aleksey Vorobiev,,QA,QA Experts,,Saber Interactive,core,mobygames:tr438
Anton Sorokin,,QA,QA Experts,,Saber Interactive,core,mobygames:tr438
Mikhail Rybalkin,,QA,QA Intern,,Saber Interactive,core,mobygames:tr439
Vasiliy Toropchin,,QA,QA Intern,,Saber Interactive,core,mobygames:tr439
Ilya Ovchinnikov,,QA,QA Intern,,Saber Interactive,core,mobygames:tr439
Alina Tarasova,,Production,Associate Producers,,Saber Interactive,core,mobygames:tr443
Margarita Sarksyan,,Publishing,HR Managers,,Saber Interactive,core,mobygames:tr444
Marina Solovova,,Publishing,HR Managers,,Saber Interactive,core,mobygames:tr444
Aleksandr Belotserkovets,,Other,Project Manager,,Saber Interactive,core,mobygames:tr449
Yaroslav Kulov,,Art,Technical Artist,,Saber Interactive,core,mobygames:tr450
Alexander Blyzniuk,,Art,Concept Artist,,Saber Interactive,core,mobygames:tr451
Roman Androshchuk,,Design,Level Modelers,,Saber Interactive,core,mobygames:tr452
Dmitriy Krainuk,,Design,Level Modelers,,Saber Interactive,core,mobygames:tr452
Michael Borodachov,,Design,Level Modelers,,Saber Interactive,core,mobygames:tr452
Anton Zhuk,,Design,Level Modelers,,Saber Interactive,core,mobygames:tr452
Pavel Dmitrov,,Design,Level Modelers,,Saber Interactive,core,mobygames:tr452
Yulia Lavinyukova,,Art,Texture Artist,,Saber Interactive,core,mobygames:tr453
Daniel Sioui,,Production,Producers,,The Sequence Group,core,mobygames:tr456
Elisa Wolfenden,,Production,Production Coordinator,,The Sequence Group,core,mobygames:tr457
David Edwards,,Art,Artists,,The Sequence Group,core,mobygames:tr461
Jace Kim,,Art,Artists,,The Sequence Group,core,mobygames:tr461
Graeme McCormack,,Art,Artists,,The Sequence Group,core,mobygames:tr461
Seungjin Woo,,Art,Artists,,The Sequence Group,core,mobygames:tr461
Anne Jans,,Art,Lead Character Animator,,The Sequence Group,core,mobygames:tr462
Luke Bicevskis,,Art,Animators / Compositors,,The Sequence Group,core,mobygames:tr463
Aaron Scott Hildebrandt,,Art,Animators / Compositors,,The Sequence Group,core,mobygames:tr463
Sean Kalra,,Art,Animators / Compositors,,The Sequence Group,core,mobygames:tr463
Ryan Kane,,Art,Animators / Compositors,,The Sequence Group,core,mobygames:tr463
Ali Lupu,,Art,Animators / Compositors,,The Sequence Group,core,mobygames:tr463
Gene Magtoto,,Art,Animators / Compositors,,The Sequence Group,core,mobygames:tr463
Leo Viale,,Art,Lead 3D Artist,,The Sequence Group,core,mobygames:tr464
Chad Fox,,Other,3D Modeling Lead,,The Sequence Group,core,mobygames:tr465
Gene Magtoto,,Other,3D Modelers,,The Sequence Group,core,mobygames:tr466
Graeme McCormack,,Other,3D Modelers,,The Sequence Group,core,mobygames:tr466
Leo Viale,,Other,3D Modelers,,The Sequence Group,core,mobygames:tr466
Peter Scott,,Art,3D Character Rigging Lead,,The Sequence Group,core,mobygames:tr467
Anne Jans,,Art,3D Character Rigging / Facial,,The Sequence Group,core,mobygames:tr468
Gene Magtoto,,Art,3D Character Rigging / Facial,,The Sequence Group,core,mobygames:tr468
Jeremy Szostak,,Other,Junior Editor,,The Sequence Group,core,mobygames:tr471
Pamela S. Chow,,Other,Development Director,,United Front Games,core,mobygames:tr486
Lyndon H. Moore III,,QA,Test Lead,,Experis,core,mobygames:tr499
Ahmad Javed Chohan,,QA,Software Test Engineers,,Experis,core,mobygames:tr501
Josh Breese,,QA,Test Associates,,Experis,core,mobygames:tr502
Amanda Lynn Brewer,,QA,Test Associates,,Experis,core,mobygames:tr502
Gregrey Sevilla,,QA,Test Associates,,Experis,core,mobygames:tr502
Ronnie Thornley,,QA,Test Associates,,Experis,core,mobygames:tr502
Anthony S. Price,,QA,Additional Testing,,Experis,core,mobygames:tr503
Błażej Zawadzki,,QA,Games Test Manager,,Lionbridge Game Services,core,mobygames:tr505
Kamil Bazydło,,QA,Senior Test Engineers,,Lionbridge Game Services,core,mobygames:tr508
Randall Glass,,Voice,Biggest Community Supporters,,,publishing,mobygames:tr628
Scott Gershin,,Audio,Creative Director,,Formosa Interactive,core,mobygames:tr146
Paul Lipson,,Audio,Adapted and Orchestrated By,,Finishing Move Inc.,core,mobygames:tr84
Lennie Moore,,Audio,Adapted and Orchestrated By,,Finishing Move Inc.,core,mobygames:tr84
Tom Salta,,Audio,Adapted and Orchestrated By,,Finishing Move Inc.,core,mobygames:tr84
Brian Trifon,,Audio,Adapted and Orchestrated By,,Finishing Move Inc.,core,mobygames:tr84
Brian Trifon,,Audio,Audio Director/Score Supervisor,,Finishing Move Inc.,core,mobygames:tr88
Brian Trifon,,Audio,Project and Asset Management,,Finishing Move Inc.,core,mobygames:tr89
